threshold,density,success,time_ms,selected,trial
0.25,0.5500000000000002,True,11.810699140076853,PPO,32
0.25,0.5500000000000002,False,15.578457396317104,PPO,33
0.25,0.5500000000000002,True,15.855504446785242,PPO,34
0.25,0.5500000000000002,True,18.653004842304796,PPO,35
0.25,0.5500000000000002,True,15.221864079553415,PPO,36
0.25,0.5500000000000002,True,11.095542795302238,PPO,37
0.25,0.5500000000000002,True,8.799860521547888,PPO,38
0.25,0.5500000000000002,False,22.486385446038753,PPO,39
0.25,0.5500000000000002,True,12.072593658445273,PPO,40
0.25,0.5500000000000002,True,12.895148170970753,PPO,41
0.25,0.5500000000000002,False,11.382511334047154,PPO,42
0.25,0.5500000000000002,True,20.53428700832573,PPO,43
0.25,0.5500000000000002,True,10.435217888084917,PPO,44
0.25,0.5500000000000002,True,11.004817138846729,PPO,45
0.25,0.5500000000000002,True,10.931101200309127,PPO,46
0.25,0.5500000000000002,False,12.416173931623746,PPO,47
0.25,0.5500000000000002,True,15.796633698470146,PPO,48
0.25,0.5500000000000002,True,12.584801421263156,PPO,49
0.3,0.1,True,7.695436477661133,RRT*,0
0.3,0.1,True,250.8411407470703,RRT*,1
0.3,0.1,True,84.7921371459961,RRT*,2
0.3,0.1,True,25.1162052154541,RRT*,3
0.3,0.1,True,214.1711711883545,RRT*,4
0.3,0.1,True,10.65373420715332,RRT*,5
0.3,0.1,True,143.62049102783203,RRT*,6
0.3,0.1,True,46.54669761657715,RRT*,7
0.3,0.1,True,113.04235458374023,RRT*,8
0.3,0.1,True,31.12483024597168,RRT*,9
0.3,0.1,False,45.64785957336426,RRT*,10
0.3,0.1,True,12.021303176879883,RRT*,11
0.3,0.1,True,31.081438064575195,RRT*,12
0.3,0.1,True,8.532047271728516,RRT*,13
0.3,0.1,True,14.637470245361328,RRT*,14
0.3,0.1,True,10.778427124023438,RRT*,15
0.3,0.1,True,14.539718627929688,RRT*,16
0.3,0.1,True,21.22330665588379,RRT*,17
0.3,0.1,True,9.210824966430664,RRT*,18
0.3,0.1,True,2.495288848876953,RRT*,19
0.3,0.1,True,34.726619720458984,RRT*,20
0.3,0.1,True,7.532596588134766,RRT*,21
0.3,0.1,True,34.25478935241699,RRT*,22
0.3,0.1,True,49.443960189819336,RRT*,23
0.3,0.1,True,10.701417922973633,RRT*,24
0.3,0.1,True,8.341789245605469,RRT*,25
0.3,0.1,True,12.34126091003418,RRT*,26
0.3,0.1,True,4.813194274902344,RRT*,27
0.3,0.1,True,30.990123748779297,RRT*,28
0.3,0.1,True,58.829307556152344,RRT*,29
0.3,0.1,True,8.07499885559082,RRT*,30
0.3,0.1,True,12.84337043762207,RRT*,31
0.3,0.1,True,43.59030723571777,RRT*,32
0.3,0.1,True,11.843204498291016,RRT*,33
0.3,0.1,True,137.7260684967041,RRT*,34
0.3,0.1,True,16.36505126953125,RRT*,35
0.3,0.1,True,13.240814208984375,RRT*,36
0.3,0.1,True,44.75879669189453,RRT*,37
0.3,0.1,True,22.909164428710938,RRT*,38
0.3,0.1,True,128.12519073486328,RRT*,39
0.3,0.1,True,28.919219970703125,RRT*,40
0.3,0.1,True,6.341457366943359,RRT*,41
0.3,0.1,True,4.567861557006836,RRT*,42
0.3,0.1,True,17.894506454467773,RRT*,43
0.3,0.1,True,7.417201995849609,RRT*,44
0.3,0.1,True,9.230852127075195,RRT*,45
0.3,0.1,True,37.409305572509766,RRT*,46
0.3,0.1,True,43.51234436035156,RRT*,47
0.3,0.1,True,4.980802536010742,RRT*,48
0.3,0.1,True,85.50047874450684,RRT*,49
0.3,0.15000000000000002,False,47.605276107788086,RRT*,0
0.3,0.15000000000000002,True,33.66684913635254,RRT*,1
0.3,0.15000000000000002,True,50.53830146789551,RRT*,2
0.3,0.15000000000000002,True,44.49129104614258,RRT*,3
0.3,0.15000000000000002,True,15.504598617553711,RRT*,4
0.3,0.15000000000000002,True,24.770021438598633,RRT*,5
0.3,0.15000000000000002,True,7.052898406982422,RRT*,6
0.3,0.15000000000000002,True,10.982751846313477,RRT*,7
0.3,0.15000000000000002,True,4.1942596435546875,RRT*,8
0.3,0.15000000000000002,True,8.512020111083984,RRT*,9
0.3,0.15000000000000002,True,14.679670333862305,RRT*,10
0.3,0.15000000000000002,True,96.22430801391602,RRT*,11
0.3,0.15000000000000002,True,14.174461364746094,RRT*,12
0.3,0.15000000000000002,True,5.701541900634766,RRT*,13
0.3,0.15000000000000002,True,13.516426086425781,RRT*,14
0.3,0.15000000000000002,True,5.765676498413086,RRT*,15
0.3,0.15000000000000002,True,49.42488670349121,RRT*,16
0.3,0.15000000000000002,True,60.97674369812012,RRT*,17
0.3,0.15000000000000002,True,8.094310760498047,RRT*,18
0.3,0.15000000000000002,False,42.88363456726074,RRT*,19
0.3,0.15000000000000002,True,5.460977554321289,RRT*,20
0.3,0.15000000000000002,False,42.12808609008789,RRT*,21
0.3,0.15000000000000002,True,6.217718124389648,RRT*,22
0.3,0.15000000000000002,True,3.0078887939453125,RRT*,23
0.3,0.15000000000000002,True,28.107404708862305,RRT*,24
0.3,0.15000000000000002,True,23.98085594177246,RRT*,25
0.3,0.15000000000000002,True,31.410694122314453,RRT*,26
0.3,0.15000000000000002,True,42.12617874145508,RRT*,27
0.3,0.15000000000000002,True,3.1347274780273438,RRT*,28
0.3,0.15000000000000002,True,7.783412933349609,RRT*,29
0.3,0.15000000000000002,True,16.236543655395508,RRT*,30
0.3,0.15000000000000002,True,10.72382926940918,RRT*,31
0.3,0.15000000000000002,True,147.26829528808594,RRT*,32
0.3,0.15000000000000002,True,6.98542594909668,RRT*,33
0.3,0.15000000000000002,True,16.651391983032227,RRT*,34
0.3,0.15000000000000002,True,4.227638244628906,RRT*,35
0.3,0.15000000000000002,False,43.70737075805664,RRT*,36
0.3,0.15000000000000002,True,18.152952194213867,RRT*,37
0.3,0.15000000000000002,True,105.68046569824219,RRT*,38
0.3,0.15000000000000002,True,15.28787612915039,RRT*,39
0.3,0.15000000000000002,True,11.631011962890625,RRT*,40
0.3,0.15000000000000002,True,141.83568954467773,RRT*,41
0.3,0.15000000000000002,True,6.3991546630859375,RRT*,42
0.3,0.15000000000000002,True,138.18049430847168,RRT*,43
0.3,0.15000000000000002,True,45.93825340270996,RRT*,44
0.3,0.15000000000000002,True,80.50107955932617,RRT*,45
0.3,0.15000000000000002,True,13.437986373901367,RRT*,46
0.3,0.15000000000000002,True,158.0493450164795,RRT*,47
0.3,0.15000000000000002,True,68.23277473449707,RRT*,48
0.3,0.15000000000000002,True,13.993501663208008,RRT*,49
0.3,0.20000000000000004,True,75.1953125,RRT*,0
0.3,0.20000000000000004,True,1283.8523387908936,RRT*,1
0.3,0.20000000000000004,True,9.015798568725586,RRT*,2
0.3,0.20000000000000004,True,22.529125213623047,RRT*,3
0.3,0.20000000000000004,True,76.4913558959961,RRT*,4
0.3,0.20000000000000004,True,275.5911350250244,RRT*,5
0.3,0.20000000000000004,True,58.264970779418945,RRT*,6
0.3,0.20000000000000004,True,79.31995391845703,RRT*,7
0.3,0.20000000000000004,True,57.244300842285156,RRT*,8
0.3,0.20000000000000004,True,10.947704315185547,RRT*,9
0.3,0.20000000000000004,True,12.15982437133789,RRT*,10
0.3,0.20000000000000004,True,23.227214813232422,RRT*,11
0.3,0.20000000000000004,True,17.137527465820312,RRT*,12
0.3,0.20000000000000004,True,16.97707176208496,RRT*,13
0.3,0.20000000000000004,True,19.81353759765625,RRT*,14
0.3,0.20000000000000004,True,47.16682434082031,RRT*,15
0.3,0.20000000000000004,True,36.004066467285156,RRT*,16
0.3,0.20000000000000004,False,48.810720443725586,RRT*,17
0.3,0.20000000000000004,True,78.91201972961426,RRT*,18
0.3,0.20000000000000004,True,12.70151138305664,RRT*,19
0.3,0.20000000000000004,True,6.267786026000977,RRT*,20
0.3,0.20000000000000004,True,106.89878463745117,RRT*,21
0.3,0.20000000000000004,True,11.95526123046875,RRT*,22
0.3,0.20000000000000004,True,10.805606842041016,RRT*,23
0.3,0.20000000000000004,True,25.183677673339844,RRT*,24
0.3,0.20000000000000004,True,8.54635238647461,RRT*,25
0.3,0.20000000000000004,True,19.05536651611328,RRT*,26
0.3,0.20000000000000004,True,40.68398475646973,RRT*,27
0.3,0.20000000000000004,True,12.346029281616211,RRT*,28
0.3,0.20000000000000004,True,36.14664077758789,RRT*,29
0.3,0.20000000000000004,True,12.6800537109375,RRT*,30
0.3,0.20000000000000004,True,19.724130630493164,RRT*,31
0.3,0.20000000000000004,False,47.78623580932617,RRT*,32
0.3,0.20000000000000004,True,14.690876007080078,RRT*,33
0.3,0.20000000000000004,True,14.910459518432617,RRT*,34
0.3,0.20000000000000004,True,10.27679443359375,RRT*,35
0.3,0.20000000000000004,True,8.501291275024414,RRT*,36
0.3,0.20000000000000004,True,50.852298736572266,RRT*,37
0.3,0.20000000000000004,True,878.281831741333,RRT*,38
0.3,0.20000000000000004,True,8.455276489257812,RRT*,39
0.3,0.20000000000000004,True,17.031431198120117,RRT*,40
0.3,0.20000000000000004,True,45.52292823791504,RRT*,41
0.3,0.20000000000000004,True,81.49147033691406,RRT*,42
0.3,0.20000000000000004,True,20.929813385009766,RRT*,43
0.3,0.20000000000000004,True,58.87627601623535,RRT*,44
0.3,0.20000000000000004,False,40.91787338256836,RRT*,45
0.3,0.20000000000000004,True,100.50010681152344,RRT*,46
0.3,0.20000000000000004,True,20.89524269104004,RRT*,47
0.3,0.20000000000000004,True,94.43449974060059,RRT*,48
0.3,0.20000000000000004,True,4.908084869384766,RRT*,49
0.3,0.25000000000000006,True,474.1184711456299,RRT*,0
0.3,0.25000000000000006,True,58.011531829833984,RRT*,1
0.3,0.25000000000000006,True,191.30373001098633,RRT*,2
0.3,0.25000000000000006,False,43.14684867858887,RRT*,3
0.3,0.25000000000000006,True,10.00833511352539,RRT*,4
0.3,0.25000000000000006,True,180.76109886169434,RRT*,5
0.3,0.25000000000000006,True,37.41145133972168,RRT*,6
0.3,0.25000000000000006,True,201.2472152709961,RRT*,7
0.3,0.25000000000000006,True,46.48756980895996,RRT*,8
0.3,0.25000000000000006,True,7.080793380737305,RRT*,9
0.3,0.25000000000000006,True,144.16933059692383,RRT*,10
0.3,0.25000000000000006,True,16.933202743530273,RRT*,11
0.3,0.25000000000000006,True,284.4114303588867,RRT*,12
0.3,0.25000000000000006,True,71.86555862426758,RRT*,13
0.3,0.25000000000000006,True,13.285636901855469,RRT*,14
0.3,0.25000000000000006,False,53.48324775695801,RRT*,15
0.3,0.25000000000000006,True,15.834808349609375,RRT*,16
0.3,0.25000000000000006,True,34.25192832946777,RRT*,17
0.3,0.25000000000000006,True,6.005764007568359,RRT*,18
0.3,0.25000000000000006,True,27.120351791381836,RRT*,19
0.3,0.25000000000000006,True,41.2750244140625,RRT*,20
0.3,0.25000000000000006,True,6.786823272705078,RRT*,21
0.3,0.25000000000000006,True,42.30952262878418,RRT*,22
0.3,0.25000000000000006,True,200.59490203857422,RRT*,23
0.3,0.25000000000000006,True,15.719890594482422,RRT*,24
0.3,0.25000000000000006,True,14.963865280151367,RRT*,25
0.3,0.25000000000000006,True,19.65928077697754,RRT*,26
0.3,0.25000000000000006,True,64.38279151916504,RRT*,27
0.3,0.25000000000000006,True,30.335187911987305,RRT*,28
0.3,0.25000000000000006,True,17.591476440429688,RRT*,29
0.3,0.25000000000000006,True,67.3210620880127,RRT*,30
0.3,0.25000000000000006,True,143.70346069335938,RRT*,31
0.3,0.25000000000000006,True,6.014347076416016,RRT*,32
0.3,0.25000000000000006,True,14.634132385253906,RRT*,33
0.3,0.25000000000000006,False,41.07809066772461,RRT*,34
0.3,0.25000000000000006,False,45.50814628601074,RRT*,35
0.3,0.25000000000000006,True,120.80049514770508,RRT*,36
0.3,0.25000000000000006,True,9.344816207885742,RRT*,37
0.3,0.25000000000000006,False,44.49033737182617,RRT*,38
0.3,0.25000000000000006,True,89.97845649719238,RRT*,39
0.3,0.25000000000000006,False,44.8000431060791,RRT*,40
0.3,0.25000000000000006,False,42.01483726501465,RRT*,41
0.3,0.25000000000000006,True,40.198564529418945,RRT*,42
0.3,0.25000000000000006,True,34.215450286865234,RRT*,43
0.3,0.25000000000000006,True,41.16535186767578,RRT*,44
0.3,0.25000000000000006,False,45.40848731994629,RRT*,45
0.3,0.25000000000000006,True,106.07194900512695,RRT*,46
0.3,0.25000000000000006,True,9.041309356689453,RRT*,47
0.3,0.25000000000000006,True,100.91209411621094,RRT*,48
0.3,0.25000000000000006,True,32.02176094055176,RRT*,49
0.3,0.30000000000000004,False,16.095694277382837,PPO,0
0.3,0.30000000000000004,False,11.46455968367706,PPO,1
0.3,0.30000000000000004,True,11.929728485350052,PPO,2
0.3,0.30000000000000004,True,12.326729801566964,PPO,3
0.3,0.30000000000000004,True,13.27626587141048,PPO,4
0.3,0.30000000000000004,True,8.100645431238064,PPO,5
0.3,0.30000000000000004,True,12.715034374930411,PPO,6
0.3,0.30000000000000004,True,10.077945741052273,PPO,7
0.3,0.30000000000000004,True,7.821655820464984,PPO,8
0.3,0.30000000000000004,True,10.679738092208547,PPO,9
0.3,0.30000000000000004,True,13.535407068988986,PPO,10
0.3,0.30000000000000004,True,11.349849718614214,PPO,11
0.3,0.30000000000000004,True,9.285755439083495,PPO,12
0.3,0.30000000000000004,True,12.247253967128685,PPO,13
0.3,0.30000000000000004,False,9.112660385125618,PPO,14
0.3,0.30000000000000004,False,12.784487806727656,PPO,15
0.3,0.30000000000000004,False,8.073166888827814,PPO,16
0.3,0.30000000000000004,True,8.48407218343669,PPO,17
0.3,0.30000000000000004,False,17.40168413691678,PPO,18
0.3,0.30000000000000004,True,11.64829354309512,PPO,19
0.3,0.30000000000000004,True,10.122932913966478,PPO,20
0.3,0.30000000000000004,True,9.361258782931476,PPO,21
0.3,0.30000000000000004,True,11.165968344141497,PPO,22
0.3,0.30000000000000004,True,11.650271034533258,PPO,23
0.3,0.30000000000000004,True,13.333316625849232,PPO,24
0.3,0.30000000000000004,False,10.82067400721079,PPO,25
0.3,0.30000000000000004,False,17.550151832452638,PPO,26
0.3,0.30000000000000004,False,9.3850984261222,PPO,27
0.3,0.30000000000000004,True,17.41063995440728,PPO,28
0.3,0.30000000000000004,True,14.039040391773712,PPO,29
0.3,0.30000000000000004,True,11.39114969102784,PPO,30
0.3,0.30000000000000004,True,9.70776928572097,PPO,31
0.3,0.30000000000000004,True,13.877330097249965,PPO,32
0.3,0.30000000000000004,True,6.810433744915379,PPO,33
0.3,0.30000000000000004,True,12.19822616635412,PPO,34
0.3,0.30000000000000004,True,16.576098633559866,PPO,35
0.3,0.30000000000000004,True,14.094492944272577,PPO,36
0.3,0.30000000000000004,True,11.369216985887507,PPO,37
0.3,0.30000000000000004,True,9.6329291114719,PPO,38
0.3,0.30000000000000004,True,14.426770055643393,PPO,39
0.3,0.30000000000000004,True,9.146976947965415,PPO,40
0.3,0.30000000000000004,True,12.982821224811065,PPO,41
0.3,0.30000000000000004,False,15.112269673405661,PPO,42
0.3,0.30000000000000004,True,14.685311192954206,PPO,43
0.3,0.30000000000000004,False,9.665864330812747,PPO,44
0.3,0.30000000000000004,True,5.4823074564791705,PPO,45
0.3,0.30000000000000004,True,13.072176360463304,PPO,46
0.3,0.30000000000000004,True,7.599854573628982,PPO,47
0.3,0.30000000000000004,True,14.12306267170146,PPO,48
0.3,0.30000000000000004,True,10.057205352750701,PPO,49
0.3,0.3500000000000001,True,9.516515995810307,PPO,0
0.3,0.3500000000000001,True,12.901617749578444,PPO,1
0.3,0.3500000000000001,False,8.451868329886603,PPO,2
0.3,0.3500000000000001,True,12.50873038602007,PPO,3
0.3,0.3500000000000001,True,9.389325726572341,PPO,4
0.3,0.3500000000000001,True,16.104064039980567,PPO,5
0.3,0.3500000000000001,False,15.201548074560295,PPO,6
0.3,0.3500000000000001,True,12.811427289223882,PPO,7
0.3,0.3500000000000001,True,21.320984326207647,PPO,8
0.3,0.3500000000000001,False,7.421124073944392,PPO,9
0.3,0.3500000000000001,True,9.824886780243325,PPO,10
0.3,0.3500000000000001,False,13.365202108212678,PPO,11
0.3,0.3500000000000001,True,16.498187242379437,PPO,12
0.3,0.3500000000000001,True,12.15785504864958,PPO,13
0.3,0.3500000000000001,False,12.557000566447849,PPO,14
0.3,0.3500000000000001,True,5.003035627290959,PPO,15
0.3,0.3500000000000001,True,14.802243290654292,PPO,16
0.3,0.3500000000000001,True,8.96370352838015,PPO,17
0.3,0.3500000000000001,True,11.850173277270532,PPO,18
0.3,0.3500000000000001,True,12.20710311843361,PPO,19
0.3,0.3500000000000001,True,10.833121240282678,PPO,20
0.3,0.3500000000000001,True,6.845986430897026,PPO,21
0.3,0.3500000000000001,False,9.852463219035545,PPO,22
0.3,0.3500000000000001,True,8.43893286185602,PPO,23
0.3,0.3500000000000001,True,12.330866278321166,PPO,24
0.3,0.3500000000000001,True,14.235766999960086,PPO,25
0.3,0.3500000000000001,True,10.074517912759754,PPO,26
0.3,0.3500000000000001,True,13.508537354057925,PPO,27
0.3,0.3500000000000001,False,9.444207539237743,PPO,28
0.3,0.3500000000000001,True,12.034715974128014,PPO,29
0.3,0.3500000000000001,True,15.678256979570142,PPO,30
0.3,0.3500000000000001,False,18.707906709185604,PPO,31
0.3,0.3500000000000001,False,7.58101997562055,PPO,32
0.3,0.3500000000000001,True,6.114276772474093,PPO,33
0.3,0.3500000000000001,True,18.734362338361134,PPO,34
0.3,0.3500000000000001,False,15.090061478195283,PPO,35
0.3,0.3500000000000001,True,15.144336749922761,PPO,36
0.3,0.3500000000000001,True,13.011271576964276,PPO,37
0.3,0.3500000000000001,True,10.696731299134205,PPO,38
0.3,0.3500000000000001,True,14.665367784231437,PPO,39
0.3,0.3500000000000001,True,19.678268429878113,PPO,40
0.3,0.3500000000000001,True,10.17747905711529,PPO,41
0.3,0.3500000000000001,True,11.120071288398668,PPO,42
0.3,0.3500000000000001,True,12.894337697630492,PPO,43
0.3,0.3500000000000001,False,9.130442757745081,PPO,44
0.3,0.3500000000000001,False,11.910035957447562,PPO,45
0.3,0.3500000000000001,True,13.128108150500218,PPO,46
0.3,0.3500000000000001,True,13.143659941083445,PPO,47
0.3,0.3500000000000001,True,11.991856003015922,PPO,48
0.3,0.3500000000000001,True,16.47040195390599,PPO,49
0.3,0.40000000000000013,True,11.095444957931226,PPO,0
0.3,0.40000000000000013,True,14.750502423129713,PPO,1
0.3,0.40000000000000013,True,16.760093697679938,PPO,2
0.3,0.40000000000000013,True,7.563698930637814,PPO,3
0.3,0.40000000000000013,False,11.117489050735838,PPO,4
0.3,0.40000000000000013,True,5.752638024029316,PPO,5
0.3,0.40000000000000013,True,11.851313526561215,PPO,6
0.3,0.40000000000000013,True,10.394391314615314,PPO,7
0.3,0.40000000000000013,False,19.895483721518865,PPO,8
0.3,0.40000000000000013,True,9.941147406415954,PPO,9
0.3,0.40000000000000013,True,10.34103855019593,PPO,10
0.3,0.40000000000000013,False,11.407961416993937,PPO,11
0.3,0.40000000000000013,False,16.155866905498918,PPO,12
0.3,0.40000000000000013,True,11.509603037255719,PPO,13
0.3,0.40000000000000013,True,10.863612830825303,PPO,14
0.3,0.40000000000000013,True,7.9237736399522865,PPO,15
0.3,0.40000000000000013,False,13.77001559169069,PPO,16
0.3,0.40000000000000013,True,9.755969038748294,PPO,17
0.3,0.40000000000000013,True,11.991097078417152,PPO,18
0.3,0.40000000000000013,True,17.12527601658316,PPO,19
0.3,0.40000000000000013,False,15.521261779895017,PPO,20
0.3,0.40000000000000013,False,5.745802224073917,PPO,21
0.3,0.40000000000000013,True,15.195364409262357,PPO,22
0.3,0.40000000000000013,True,10.149201588663574,PPO,23
0.3,0.40000000000000013,True,11.799231477982014,PPO,24
0.3,0.40000000000000013,True,12.582540194669397,PPO,25
0.3,0.40000000000000013,True,9.223511679450294,PPO,26
0.3,0.40000000000000013,True,9.939340752628377,PPO,27
0.3,0.40000000000000013,True,10.49853311597129,PPO,28
0.3,0.40000000000000013,True,8.624741370411991,PPO,29
0.3,0.40000000000000013,True,14.681306257178225,PPO,30
0.3,0.40000000000000013,False,11.808125315808843,PPO,31
0.3,0.40000000000000013,False,16.492987065546096,PPO,32
0.3,0.40000000000000013,True,14.921956325610386,PPO,33
0.3,0.40000000000000013,True,11.767440741596408,PPO,34
0.3,0.40000000000000013,True,10.32035969952789,PPO,35
0.3,0.40000000000000013,True,12.881512468518718,PPO,36
0.3,0.40000000000000013,True,18.23768626622123,PPO,37
0.3,0.40000000000000013,False,8.020993429306909,PPO,38
0.3,0.40000000000000013,True,12.287775941870331,PPO,39
0.3,0.40000000000000013,True,15.835263278563522,PPO,40
0.3,0.40000000000000013,True,15.899642938911045,PPO,41
0.3,0.40000000000000013,False,11.563828066183934,PPO,42
0.3,0.40000000000000013,True,17.143364511872537,PPO,43
0.3,0.40000000000000013,False,14.268651712218935,PPO,44
0.3,0.40000000000000013,False,11.514677016235,PPO,45
0.3,0.40000000000000013,True,8.918435325260152,PPO,46
0.3,0.40000000000000013,True,10.770703254233531,PPO,47
0.3,0.40000000000000013,False,13.119263792029374,PPO,48
0.3,0.40000000000000013,True,13.415740478273776,PPO,49
0.3,0.45000000000000007,False,12.736819745167237,PPO,0
0.3,0.45000000000000007,True,15.431578544452902,PPO,1
0.3,0.45000000000000007,True,12.931650064028595,PPO,2
0.3,0.45000000000000007,True,17.252604113027832,PPO,3
0.3,0.45000000000000007,False,10.165150750899553,PPO,4
0.3,0.45000000000000007,True,12.060682795217877,PPO,5
0.3,0.45000000000000007,True,13.999498707687023,PPO,6
0.3,0.45000000000000007,True,18.226189054719143,PPO,7
0.3,0.45000000000000007,False,11.719098053971283,PPO,8
0.3,0.45000000000000007,True,10.585522245560776,PPO,9
0.3,0.45000000000000007,False,14.324492349372568,PPO,10
0.3,0.45000000000000007,True,8.147478446586549,PPO,11
0.3,0.45000000000000007,False,12.774270256596795,PPO,12
0.3,0.45000000000000007,False,10.23196944948099,PPO,13
0.3,0.45000000000000007,False,14.298119406697129,PPO,14
0.3,0.45000000000000007,False,11.873615118924135,PPO,15
0.3,0.45000000000000007,True,10.90175131312249,PPO,16
0.3,0.45000000000000007,False,5.7958324273037,PPO,17
0.3,0.45000000000000007,True,10.146654608190351,PPO,18
0.3,0.45000000000000007,True,18.861104537930647,PPO,19
0.3,0.45000000000000007,True,8.26039993000585,PPO,20
0.3,0.45000000000000007,True,15.941808407403503,PPO,21
0.3,0.45000000000000007,True,9.979833368841792,PPO,22
0.3,0.45000000000000007,True,12.789367077650565,PPO,23
0.3,0.45000000000000007,False,14.568524639570153,PPO,24
0.3,0.45000000000000007,True,10.274868649469541,PPO,25
0.3,0.45000000000000007,True,11.313122161673022,PPO,26
0.3,0.45000000000000007,True,18.550441744234504,PPO,27
0.3,0.45000000000000007,True,15.648099542479208,PPO,28
0.3,0.45000000000000007,True,14.774627821505776,PPO,29
0.3,0.45000000000000007,True,13.404307769750273,PPO,30
0.3,0.45000000000000007,True,11.330308009453226,PPO,31
0.3,0.45000000000000007,True,9.447309664870607,PPO,32
0.3,0.45000000000000007,True,10.70418532019665,PPO,33
0.3,0.45000000000000007,True,17.19595750612629,PPO,34
0.3,0.45000000000000007,True,15.397062753988262,PPO,35
0.3,0.45000000000000007,False,9.786510586906994,PPO,36
0.3,0.45000000000000007,True,8.270757382544776,PPO,37
0.3,0.45000000000000007,True,14.166830566280707,PPO,38
0.3,0.45000000000000007,True,16.23982684163136,PPO,39
0.3,0.45000000000000007,True,10.170764734143972,PPO,40
0.3,0.45000000000000007,True,13.362680261816832,PPO,41
0.3,0.45000000000000007,True,14.169932770685213,PPO,42
0.3,0.45000000000000007,False,10.447865139495947,PPO,43
0.3,0.45000000000000007,True,11.640637954714622,PPO,44
0.3,0.45000000000000007,False,14.188761435549067,PPO,45
0.3,0.45000000000000007,True,7.588783587084656,PPO,46
0.3,0.45000000000000007,True,13.351888695754162,PPO,47
0.3,0.45000000000000007,False,10.990031396425783,PPO,48
0.3,0.45000000000000007,True,10.82526382674796,PPO,49
0.3,0.5000000000000001,False,13.000891773949288,PPO,0
0.3,0.5000000000000001,True,13.446498089926758,PPO,1
0.3,0.5000000000000001,True,11.7481570325385,PPO,2
0.3,0.5000000000000001,True,16.43569921486304,PPO,3
0.3,0.5000000000000001,True,11.267568573244242,PPO,4
0.3,0.5000000000000001,True,13.78521965639306,PPO,5
0.3,0.5000000000000001,True,17.984353857829145,PPO,6
0.3,0.5000000000000001,False,11.4568286078589,PPO,7
0.3,0.5000000000000001,True,18.71204774092127,PPO,8
0.3,0.5000000000000001,True,10.096725214343563,PPO,9
0.3,0.5000000000000001,True,17.74035597440275,PPO,10
0.3,0.5000000000000001,True,10.614987009872605,PPO,11
0.3,0.5000000000000001,True,10.864952034213832,PPO,12
0.3,0.5000000000000001,False,14.425689788858548,PPO,13
0.3,0.5000000000000001,True,13.358904787980665,PPO,14
0.3,0.5000000000000001,False,8.724551409108376,PPO,15
0.3,0.5000000000000001,True,11.754621089976649,PPO,16
0.3,0.5000000000000001,True,16.95567033889291,PPO,17
0.3,0.5000000000000001,True,6.84380821303347,PPO,18
0.3,0.5000000000000001,True,11.052627754996422,PPO,19
0.3,0.5000000000000001,False,11.711912280001279,PPO,20
0.3,0.5000000000000001,True,17.296119037227438,PPO,21
0.3,0.5000000000000001,True,12.78252504273591,PPO,22
0.3,0.5000000000000001,True,16.48838574231506,PPO,23
0.3,0.5000000000000001,True,11.10669226086774,PPO,24
0.3,0.5000000000000001,True,11.827064506259935,PPO,25
0.3,0.5000000000000001,True,16.159803539026505,PPO,26
0.3,0.5000000000000001,True,11.675335081093454,PPO,27
0.3,0.5000000000000001,False,11.618989068387991,PPO,28
0.3,0.5000000000000001,True,12.065844612288542,PPO,29
0.3,0.5000000000000001,False,20.540015276040712,PPO,30
0.3,0.5000000000000001,True,17.37196382465565,PPO,31
0.3,0.5000000000000001,True,8.973149626816687,PPO,32
0.3,0.5000000000000001,True,19.622202574672198,PPO,33
0.3,0.5000000000000001,True,8.898975726655229,PPO,34
0.3,0.5000000000000001,True,8.112715418491357,PPO,35
0.3,0.5000000000000001,True,13.239330381130591,PPO,36
0.3,0.5000000000000001,True,9.47311287008276,PPO,37
0.3,0.5000000000000001,False,7.045451179024522,PPO,38
0.3,0.5000000000000001,False,12.069748209379792,PPO,39
0.3,0.5000000000000001,False,11.62877178534393,PPO,40
0.3,0.5000000000000001,True,13.004842612534606,PPO,41
0.3,0.5000000000000001,True,15.501194183093768,PPO,42
0.3,0.5000000000000001,False,11.659999083214931,PPO,43
0.3,0.5000000000000001,False,12.41737874260894,PPO,44
0.3,0.5000000000000001,True,14.280268425254704,PPO,45
0.3,0.5000000000000001,True,10.87492095699596,PPO,46
0.3,0.5000000000000001,True,12.38531987570267,PPO,47
0.3,0.5000000000000001,True,8.36328866877466,PPO,48
0.3,0.5000000000000001,True,11.890176779392974,PPO,49
0.3,0.5500000000000002,True,10.260599924618429,PPO,0
0.3,0.5500000000000002,True,13.297250721094272,PPO,1
0.3,0.5500000000000002,True,14.860902274453546,PPO,2
0.3,0.5500000000000002,True,7.420706046743194,PPO,3
0.3,0.5500000000000002,False,9.918987174672418,PPO,4
0.3,0.5500000000000002,False,10.033156171451306,PPO,5
0.3,0.5500000000000002,True,14.835406284030253,PPO,6
0.3,0.5500000000000002,True,14.153819227660387,PPO,7
0.3,0.5500000000000002,True,10.520063403822167,PPO,8
0.3,0.5500000000000002,True,9.61225213008942,PPO,9
0.3,0.5500000000000002,True,14.704538960837903,PPO,10
0.3,0.5500000000000002,True,11.461020052932419,PPO,11
0.3,0.5500000000000002,True,13.145828795752735,PPO,12
0.3,0.5500000000000002,True,13.40319380093693,PPO,13
0.3,0.5500000000000002,True,8.76783173731362,PPO,14
