trial,world,rho0,used_astar,astar,bc,adaptive,astar_route_efficiency,bc_route_efficiency,adaptive_route_efficiency,astar_decision_ms,bc_decision_ms,adaptive_decision_ms
688,dense,0.5972,False,1,1,1,0.7994,0.8018,0.8018,1.5543,1.0623,1.0612
689,very_dense,0.5583,False,1,1,1,0.6393,0.7087,0.7087,3.1849,1.8334,1.8212
690,very_dense,0.9056,False,0,0,0,0.2797,0.4088,0.4088,1.5298,0.8119,0.8191
691,very_dense,0.8611,False,1,1,1,0.8223,0.8832,0.8832,1.2809,0.8491,0.8424
692,very_dense,0.7639,False,1,0,0,0.8563,0.6298,0.6298,1.1862,0.6200,0.6154
693,very_dense,0.7083,False,0,1,1,0.6806,0.5385,0.5385,1.0229,0.7227,0.7366
694,sparse,0.1528,True,1,1,1,0.9185,1.1520,0.9185,0.5340,0.4597,0.5397
695,sparse,0.5806,False,1,1,1,0.8603,0.8511,0.8511,0.5707,0.5125,0.5071
696,very_dense,0.6917,False,1,1,1,0.9306,1.0311,1.0311,1.1452,0.7774,0.7740
697,dense,0.7194,False,0,1,1,0.3718,0.9442,0.9442,1.5492,0.7068,0.7021
698,sparse,0.5944,False,1,1,1,0.9147,0.9183,0.9183,0.5046,0.4712,0.4671
699,sparse,0.1167,True,1,1,1,0.7462,0.7572,0.7462,0.8584,0.6915,0.8528
700,dense,0.6778,False,1,1,1,0.9138,0.9336,0.9336,0.9086,0.6966,0.6939
701,dense,0.6333,False,1,1,1,0.8830,1.2434,1.2434,0.9478,0.5634,0.5452
702,sparse,0.1472,True,1,1,1,0.8149,0.8701,0.8149,0.7530,0.6061,0.7394
703,sparse,0.2167,True,1,1,1,0.8472,0.8362,0.8472,0.5880,0.5247,0.6050
704,sparse,0.7000,False,1,1,1,0.9197,0.9430,0.9430,0.5469,0.4755,0.4714
705,dense,0.8167,False,1,0,0,0.8700,1.1105,1.1105,0.8676,0.5141,0.5051
706,sparse,0.3556,False,1,1,1,0.8550,0.9550,0.9550,0.6231,0.4379,0.4341
707,dense,0.7472,False,1,1,1,0.8351,0.9486,0.9486,1.0264,0.7186,0.7117
708,dense,0.4833,False,1,1,1,0.8606,0.8698,0.8698,1.2566,0.8929,0.8880
709,dense,0.3778,False,1,1,1,0.9065,1.1595,1.1595,0.8540,0.5775,0.5902
710,very_dense,0.6750,False,0,0,0,0.5743,0.4787,0.4787,1.0885,0.6393,0.6415
711,dense,0.6944,False,1,1,1,,,,1.9401,1.0872,1.0661
712,very_dense,0.6917,False,1,1,1,0.8407,0.8412,0.8412,1.9671,1.2075,1.1940
713,very_dense,0.6250,False,1,1,1,0.8537,0.9120,0.9120,1.2079,0.8371,0.8323
714,very_dense,0.7083,False,1,1,1,0.7830,0.8725,0.8725,1.8184,1.0876,1.0829
715,very_dense,0.8278,False,1,1,1,,,,2.3515,1.2122,1.1924
716,dense,0.6250,False,0,1,1,,,,3.6088,0.6104,0.6048
717,dense,0.7000,False,1,1,1,0.8134,0.8540,0.8540,1.2827,0.8778,0.8820
718,sparse,0.2306,True,1,1,1,0.6473,0.6170,0.6473,1.2022,0.8970,1.1753
719,dense,0.6361,False,1,1,1,0.8813,1.2107,1.2107,0.8321,0.5722,0.5814
720,sparse,0.4694,False,1,1,1,0.8546,0.8376,0.8376,0.5470,0.5173,0.4943
721,very_dense,0.6722,False,1,1,1,0.8705,0.9576,0.9576,1.8299,1.1881,1.1068
722,very_dense,0.6972,False,1,1,1,,,,2.4051,1.2949,1.2877
723,sparse,0.4083,False,1,1,1,0.9054,0.9416,0.9416,0.5185,0.4706,0.4596
724,very_dense,0.6556,False,1,1,1,0.8433,0.9894,0.9894,1.5128,0.9145,0.9377
725,sparse,0.1306,True,1,1,1,0.8765,1.1184,0.8765,0.5448,0.4535,0.5427
726,very_dense,0.6861,False,1,1,1,0.8868,1.1953,1.1953,1.0196,0.7097,0.7058
727,sparse,0.1056,True,1,1,1,0.9037,0.9823,0.9037,0.5022,0.4559,0.5007
728,dense,0.6361,False,1,1,1,0.8803,0.8408,0.8408,1.0298,0.8147,0.7976
729,dense,0.3722,False,1,1,1,0.9310,1.0311,1.0311,0.8821,0.6757,0.6691
730,very_dense,0.6333,False,1,1,1,0.6914,0.7153,0.7153,2.9611,1.7769,1.7489
731,dense,0.8056,False,1,1,1,0.8577,0.9527,0.9527,0.9561,0.7047,0.7088
732,very_dense,0.8500,False,1,1,1,0.8290,0.9495,0.9495,1.4778,0.9130,0.8977
733,very_dense,0.7250,False,1,1,1,0.7332,0.7410,0.7410,2.4796,1.5119,1.5084
734,sparse,0.3056,False,1,1,1,0.8892,0.9340,0.9340,0.5191,0.4668,0.4685
735,very_dense,0.9250,False,1,1,1,0.8654,1.0008,1.0008,1.1707,0.7839,0.7834
736,very_dense,0.7361,False,1,0,0,0.7928,1.2701,1.2701,1.5754,0.6118,0.6016
737,dense,0.3556,False,1,1,1,0.8809,0.8981,0.8981,0.9284,0.7386,0.7319
738,very_dense,0.6389,False,1,1,1,0.7444,0.9053,0.9053,2.1351,1.1780,1.1793
739,very_dense,0.8694,False,1,0,0,0.8799,0.2111,0.2111,0.9690,1.0200,1.0044
740,very_dense,0.5722,False,1,1,1,0.7453,0.7632,0.7632,2.8450,1.6251,1.6059
741,very_dense,0.7111,False,1,1,1,,,,2.4559,1.3369,1.3075
742,dense,0.9194,False,1,1,1,0.8665,0.8931,0.8931,0.9474,0.7127,0.7109
743,sparse,0.2250,True,1,1,1,0.8921,1.2179,0.8921,0.5193,0.4323,0.5173
744,very_dense,0.7194,False,1,1,1,0.9086,1.0021,1.0021,1.2154,0.8460,0.8411
745,dense,0.7444,False,1,1,1,0.7456,0.8956,0.8956,1.9328,1.0889,1.0829
746,dense,0.7250,False,1,1,1,0.7280,0.7121,0.7121,2.4061,1.5698,1.5503
747,sparse,0.5806,False,1,1,1,0.8896,1.0408,1.0408,0.4636,0.4218,0.4219
748,sparse,0.3250,False,1,1,1,0.8317,0.8548,0.8548,0.6315,0.5290,0.5261
749,sparse,0.2667,True,1,1,1,0.6907,0.6884,0.6907,0.8528,0.6676,0.8641
750,very_dense,0.8694,False,0,0,0,,,,3.0970,0.6272,0.6121
751,sparse,0.6806,False,1,0,0,0.9196,0.2047,0.2047,0.4460,0.6571,0.6436
752,sparse,0.2000,True,1,1,1,0.7569,0.7496,0.7569,0.8628,0.6748,0.8556
753,very_dense,0.8889,False,1,1,1,0.8992,1.1763,1.1763,1.1334,0.7156,0.7271
754,dense,0.7861,False,1,1,1,0.9017,1.0942,1.0942,0.8554,0.6181,0.6144
755,dense,0.7583,False,1,0,0,0.8845,1.0595,1.0595,0.9590,0.5093,0.5148
756,very_dense,0.9167,False,1,1,1,0.8626,0.9252,0.9252,1.7501,1.2261,1.2150
757,dense,0.3944,False,1,1,1,0.8700,0.9434,0.9434,1.1926,0.8514,0.8154
758,sparse,0.1389,True,1,1,1,0.8582,0.8999,0.8582,0.6364,0.5488,0.6160
759,very_dense,0.9083,False,1,1,1,0.7629,0.8861,0.8861,2.6406,1.2524,1.2369
760,sparse,0.1806,True,1,1,1,0.8886,1.1963,0.8886,0.5958,0.4613,0.5680
761,dense,0.7917,False,1,1,1,0.8619,0.8544,0.8544,1.1780,0.8736,0.8285
762,very_dense,0.6861,False,1,1,1,0.7721,0.9336,0.9336,2.3018,1.2113,1.2031
763,very_dense,0.8778,False,1,0,0,0.8988,0.7043,0.7043,1.1760,0.6147,0.6272
764,dense,0.3889,False,1,0,0,0.8763,0.9862,0.9862,0.9339,0.5264,0.5279
765,very_dense,0.8500,False,1,1,1,0.5648,0.5973,0.5973,3.8233,2.0429,2.0325
766,dense,0.3917,False,1,1,1,0.8250,0.9484,0.9484,1.1728,0.7976,0.7703
767,dense,0.7111,False,1,1,1,0.7969,0.7926,0.7926,1.4143,0.9654,0.9557
768,sparse,0.2361,True,1,1,1,0.7967,1.0639,0.7967,0.6372,0.4868,0.6377
769,dense,0.7500,False,1,1,1,0.8116,1.0774,1.0774,1.2420,0.7662,0.7831
770,dense,0.5361,False,1,1,1,,,,2.2393,1.4262,1.4206
771,very_dense,0.9000,False,0,0,0,0.1846,0.6326,0.6326,3.5003,0.6310,0.6160
772,sparse,0.5611,False,1,1,1,0.8713,0.9419,0.9419,0.5195,0.4646,0.4595
773,very_dense,0.8972,False,0,0,0,0.5618,0.2996,0.2996,0.9771,0.6441,0.6297
774,very_dense,0.8556,False,1,0,0,0.8762,0.1962,0.1962,1.0585,1.4706,1.4596
775,very_dense,0.7056,False,1,1,1,0.7625,0.9094,0.9094,2.0896,1.1114,1.3087
776,dense,0.8972,False,1,1,1,0.8394,0.8413,0.8413,1.1101,0.8064,0.8037
777,sparse,0.3611,False,1,1,1,0.8977,0.8661,0.8661,0.5089,0.4831,0.4776
778,sparse,0.1917,True,1,1,1,0.7268,0.7011,0.7268,0.8080,0.6557,0.8160
779,very_dense,0.8056,False,1,1,1,0.8035,0.9402,0.9402,1.8631,1.0071,1.0206
780,very_dense,0.6750,False,1,1,1,0.7780,1.4323,1.4323,2.6838,1.0191,1.0159
781,dense,0.5333,False,1,1,1,0.8636,0.8921,0.8921,1.2354,0.8215,0.8146
782,sparse,0.1556,True,1,1,1,0.8266,0.8368,0.8266,0.5739,0.5096,0.5727
783,sparse,0.4806,False,1,1,1,0.8545,1.1796,1.1796,0.5015,0.4231,0.4199
784,dense,0.4167,False,1,1,1,0.9264,1.1057,1.1057,0.8721,0.6410,0.6542
785,dense,0.7250,False,1,1,1,0.8666,0.9458,0.9458,1.2702,0.8211,0.8181
786,sparse,0.5500,False,1,1,1,,,,0.7900,0.6004,0.5890
787,very_dense,0.6194,False,1,0,0,0.8223,0.5123,0.5123,1.0913,0.6135,0.6047
788,dense,0.4111,False,1,1,1,0.6771,0.6859,0.6859,2.0059,1.3274,1.3221
789,sparse,0.6667,False,1,1,1,0.9068,0.9255,0.9255,0.4989,0.4589,0.4547
790,sparse,0.1556,True,1,1,1,0.8914,0.8972,0.8914,0.5061,0.4779,0.5139
791,dense,0.9278,False,0,0,0,0.1500,0.8375,0.8375,2.6014,0.5297,0.5147
792,very_dense,0.8972,False,0,0,0,0.0970,0.1999,0.1999,2.5329,0.6149,0.6121
793,very_dense,0.9361,False,1,0,0,0.8957,0.3474,0.3474,0.8848,0.6331,0.6318
794,dense,0.6833,False,1,1,1,0.8842,0.9691,0.9691,1.2587,0.8049,0.8035
795,sparse,0.3389,False,1,1,1,0.8598,0.8859,0.8859,0.6357,0.5378,0.5337
796,very_dense,0.6306,False,1,1,1,0.8609,1.1690,1.1690,1.6016,0.8882,0.8831
797,dense,0.7222,False,1,1,1,0.8081,0.7863,0.7863,1.3426,0.9834,0.9768
798,sparse,0.3139,False,1,1,1,0.8105,0.8342,0.8342,0.7754,0.6277,0.6129
799,dense,0.6722,False,1,1,1,0.9018,0.9013,0.9013,0.8977,0.7211,0.7257
800,sparse,0.2417,True,1,1,1,0.7761,0.7672,0.7761,0.8890,0.7438,0.8867
801,sparse,0.4167,False,1,1,1,0.8845,0.8559,0.8559,0.5056,0.4837,0.4779
802,dense,0.6278,False,1,1,1,0.8738,0.9662,0.9662,0.8672,0.6683,0.6665
803,very_dense,0.7583,False,0,0,0,,,,7.4278,0.9247,0.9310
804,very_dense,0.5972,False,1,1,1,0.8230,0.8761,0.8761,1.7299,1.0624,1.0826
805,very_dense,0.8972,False,1,1,1,0.8136,0.7871,0.7871,2.2311,1.3378,1.3391
806,dense,0.8000,False,0,1,1,0.5581,1.0367,1.0367,1.2129,0.6585,0.6515
807,sparse,0.5028,False,1,1,1,0.8691,0.9402,0.9402,0.6248,0.5142,0.5140
808,dense,0.6722,False,1,1,1,0.8428,1.6956,1.6956,1.1095,0.5215,0.5222
809,very_dense,0.6944,False,1,1,1,0.8546,0.9761,0.9761,1.3214,0.8373,0.8185
810,sparse,0.5111,False,1,1,1,0.8984,0.8894,0.8894,0.5357,0.5004,0.4909
811,very_dense,0.6222,False,1,1,1,0.7812,0.8729,0.8729,2.2403,1.2400,1.2581
812,very_dense,0.5944,False,0,0,0,0.6734,0.4394,0.4394,1.0582,0.6197,0.6184
813,sparse,0.6361,False,1,1,1,0.8046,1.0314,1.0314,0.5985,0.4707,0.4718
814,very_dense,0.5806,False,0,1,1,,,,1.8021,0.6541,0.6562
815,very_dense,0.7972,False,1,1,1,0.8674,1.0230,1.0230,1.1180,0.7464,0.7455
816,sparse,0.4139,False,1,1,1,0.7756,0.9971,0.9971,0.6398,0.4899,0.4883
817,sparse,0.4056,False,1,1,1,0.8339,0.8413,0.8413,0.5828,0.5073,0.5058
818,dense,0.4222,False,1,1,1,0.9037,1.0404,1.0404,0.8204,0.5832,0.5785
819,very_dense,0.7139,False,1,0,0,0.8942,1.0387,1.0387,1.0501,0.5990,0.5997
820,sparse,0.1583,True,1,1,1,0.8845,0.9367,0.8845,0.5182,0.4622,0.6513
821,dense,0.6472,False,1,1,1,0.8765,1.0844,1.0844,1.0539,0.7009,0.6803
822,sparse,0.6250,False,1,1,1,0.8370,0.8482,0.8482,0.7722,0.6252,0.6161
823,dense,0.4556,False,1,1,1,0.8050,0.8440,0.8440,1.2239,0.8535,0.8423
824,dense,0.5444,False,0,1,1,,,,2.2228,0.7508,0.7509
825,sparse,0.1250,True,1,1,1,0.8043,0.7780,0.8043,0.6832,0.5956,0.6840
826,very_dense,0.8667,False,0,0,0,0.1083,0.5126,0.5126,4.1661,0.6172,0.6088
827,very_dense,0.7611,False,0,1,1,0.1116,0.5021,0.5021,3.0888,0.7271,0.7190
828,very_dense,0.8500,False,0,1,1,0.0811,0.5526,0.5526,4.1140,0.7264,0.7294
829,sparse,0.2472,True,1,1,1,0.8730,0.9186,0.8730,0.5174,0.4771,0.5344
830,sparse,0.6556,False,1,1,1,0.9187,1.0469,1.0469,0.5595,0.4718,0.4699
831,sparse,0.4611,False,1,1,1,0.8268,0.8619,0.8619,0.6081,0.5294,0.5196
832,dense,0.6806,False,1,1,1,,,,0.9720,0.7072,0.7037
833,sparse,0.2278,True,1,1,1,0.8254,1.0023,0.8254,0.6010,0.4923,0.5972
834,very_dense,0.7278,False,1,1,1,0.7189,0.8261,0.8261,2.0299,1.1995,1.1987
835,very_dense,0.6944,False,1,0,0,0.9069,1.2944,1.2944,1.5204,0.6153,0.6184
836,very_dense,0.8056,False,0,0,0,0.3305,0.7452,0.7452,2.2721,0.6180,0.6171
837,sparse,0.5833,False,1,1,1,0.8978,0.8895,0.8895,0.4990,0.4595,0.4700
838,sparse,0.2167,True,1,1,1,0.8248,0.8349,0.8248,0.6281,0.5276,0.6138
839,very_dense,0.7194,False,1,1,1,0.8769,1.1217,1.1217,1.1021,0.9616,1.2794
840,sparse,0.6750,False,1,1,1,0.8838,0.9440,0.9440,0.6751,0.6264,0.6249
841,dense,0.5750,False,1,1,1,0.8313,1.0545,1.0545,2.2828,1.3408,1.0234
842,very_dense,0.8444,False,1,0,0,0.8432,0.6326,0.6326,1.4894,0.6897,0.6552
843,sparse,0.8000,False,1,0,0,0.9007,0.1286,0.1286,0.5614,0.8849,0.8882
844,sparse,0.5972,False,1,1,1,0.8619,0.8448,0.8448,0.5285,0.4841,0.4802
845,sparse,0.4667,False,1,1,1,0.8849,0.9599,0.9599,0.5386,0.4739,0.4736
846,sparse,0.1556,True,1,1,1,0.7346,0.7567,0.7346,0.7949,0.6353,0.7826
847,sparse,0.4806,False,1,1,1,0.8722,0.8970,0.8970,0.5447,0.4855,0.4797
848,very_dense,0.7278,False,0,0,0,0.6886,0.3961,0.3961,0.9456,0.6296,0.7163
849,dense,0.6472,False,1,1,1,0.8822,1.1300,1.1300,0.8084,0.6124,0.5929
850,very_dense,0.7778,False,1,1,1,0.8232,0.9793,0.9793,1.3591,0.8498,0.8541
851,very_dense,0.6333,False,1,1,1,0.8543,1.1658,1.1658,1.8201,0.9376,0.9301
852,very_dense,0.8833,False,0,0,0,0.2466,0.2500,0.2500,1.4612,0.6253,0.6344
853,sparse,0.1833,True,1,1,1,0.8775,0.8452,0.8775,0.5772,0.5199,0.5605
854,sparse,0.4167,False,1,1,1,0.9390,0.9489,0.9489,0.4708,0.4428,0.4417
855,very_dense,0.9111,False,1,1,1,0.8803,1.0251,1.0251,1.1436,0.7752,0.7696
856,sparse,0.2056,True,1,1,1,0.8494,0.9431,0.8494,0.5589,0.4746,0.5594
857,sparse,0.4528,False,1,1,1,0.8552,0.8519,0.8519,0.5706,0.5120,0.4977
858,very_dense,0.8694,False,1,0,0,0.8068,0.8354,0.8354,1.5765,0.6035,0.6148
859,very_dense,0.7639,False,1,1,1,0.8073,0.8406,0.8406,1.4084,0.9010,0.9125
860,very_dense,0.6667,False,1,1,1,0.8759,1.1276,1.1276,0.9662,0.6962,0.6940
861,very_dense,0.6694,False,1,1,1,0.9145,1.0369,1.0369,1.4304,0.9345,0.9350
862,sparse,0.2333,True,1,1,1,0.5863,0.6320,0.5863,1.4069,1.0308,1.4029
863,very_dense,0.6306,False,1,1,1,0.7090,0.7005,0.7005,3.8118,1.9983,1.9663
864,very_dense,0.7000,False,1,1,1,0.7243,1.4407,1.4407,1.8743,0.8312,0.8300
865,very_dense,0.6750,False,1,1,1,0.8343,1.0317,1.0317,1.5718,0.9224,0.9142
866,very_dense,0.6250,False,0,1,1,,,,2.5709,0.6443,0.6510
867,very_dense,0.7167,False,0,1,1,,,,4.6559,0.7117,0.7089
868,dense,0.5722,False,1,1,1,0.8588,0.9003,0.9003,1.0786,0.7633,0.7588
869,sparse,0.3806,False,1,1,1,0.7879,0.8009,0.8009,0.8457,0.6380,0.6312
870,dense,0.6639,False,1,1,1,,,,1.5252,0.7744,0.7709
871,sparse,0.7639,False,1,1,1,0.8687,0.9481,0.9481,0.5577,0.4832,0.4849
872,sparse,0.5361,False,1,1,1,0.8759,0.9405,0.9405,0.5023,0.4497,0.4552
873,sparse,0.7000,False,1,1,1,0.9199,0.9012,0.9012,0.5088,0.4748,0.4563
874,very_dense,0.7611,False,0,1,1,,,,3.8516,0.8893,0.9267
875,dense,0.6500,False,1,1,1,0.7305,0.7673,0.7673,2.5057,1.4393,1.3866
876,dense,0.6083,False,1,1,1,0.7507,2.0005,2.0005,1.5588,0.6590,0.6493
877,very_dense,0.7500,False,1,0,0,0.7820,1.8433,1.8433,1.8707,0.6181,0.6157
878,dense,0.6583,False,1,1,1,0.8075,0.8889,0.8889,1.8955,1.3398,1.1793
879,dense,0.8167,False,0,1,1,,,,5.0303,1.0502,1.0571
880,sparse,0.2306,True,1,1,1,0.8887,0.9555,0.8887,0.4954,0.4530,0.4960
881,very_dense,0.8528,False,1,1,1,0.8192,0.8129,0.8129,1.7052,1.1267,1.1267
882,dense,0.4194,False,1,1,1,0.7765,0.8154,0.8154,2.3623,1.4755,1.4662
883,sparse,0.6806,False,1,1,1,0.9040,0.8814,0.8814,0.5022,0.4726,0.4698
884,very_dense,0.7028,False,0,1,1,0.7537,0.6247,0.6247,0.9403,0.6495,0.6531
885,very_dense,0.7250,False,1,1,1,0.8955,1.0272,1.0272,1.1501,0.7759,0.7562
886,sparse,0.1611,True,1,1,1,0.7843,0.8299,0.7843,0.8468,0.6457,0.8504
887,sparse,0.7167,False,1,1,1,0.8813,1.0179,1.0179,0.5406,0.4500,0.4606
888,sparse,0.2028,True,1,1,1,0.6889,0.6761,0.6889,1.4695,1.0825,1.4839
889,sparse,0.2028,True,1,1,1,0.8134,0.8597,0.8134,0.6582,0.5383,0.6631
890,sparse,0.4694,False,1,1,1,0.8160,0.8275,0.8275,0.7221,0.5940,0.5823
891,very_dense,0.6667,False,1,1,1,0.8672,0.9973,0.9973,1.1276,0.8056,0.8037
892,dense,0.5667,False,1,1,1,0.8027,1.0203,1.0203,1.2364,0.7657,0.7596
893,very_dense,0.6639,False,1,1,1,0.8642,0.9530,0.9530,1.5908,0.9389,0.9536
894,very_dense,0.7333,False,0,0,0,,,,5.2919,0.6208,0.6140
895,dense,0.6972,False,1,1,1,0.9080,0.9327,0.9327,1.0717,0.7598,0.7528
896,dense,0.8472,False,1,1,1,0.8568,0.9948,0.9948,1.0847,0.7140,0.7002
897,sparse,0.4278,False,1,1,1,0.9147,0.8647,0.8647,0.5385,0.4900,0.4832
898,sparse,0.1917,True,1,1,1,0.9081,1.0074,0.9081,0.5424,0.4817,0.5554
899,dense,0.7806,False,1,1,1,0.8799,0.9049,0.9049,0.9645,0.7205,0.7144
900,sparse,0.3806,False,1,1,1,0.8434,1.0765,1.0765,0.6062,0.4794,0.4812
901,sparse,0.3722,False,1,1,1,0.8478,0.8281,0.8281,0.5989,0.5417,0.5350
902,sparse,0.5750,False,1,1,1,0.9049,0.8868,0.8868,0.5590,0.5005,0.4975
903,very_dense,0.8556,False,0,0,0,0.6819,0.2278,0.2278,0.8511,0.6500,0.6470
904,dense,0.8194,False,0,0,0,,,,4.3226,0.5209,0.5375
905,very_dense,0.7306,False,1,1,1,0.9008,1.0704,1.0704,1.5927,0.9416,0.9397
906,dense,0.5083,False,1,1,1,0.8872,1.2908,1.2908,0.9006,0.5431,0.5413
907,sparse,0.4389,False,1,1,1,0.5365,0.5617,0.5617,1.4024,0.9598,0.9401
908,dense,0.6444,False,1,1,1,0.8520,0.9113,0.9113,1.2006,0.8276,0.8334
909,sparse,0.4389,False,1,1,1,0.8567,0.8585,0.8585,0.5291,0.4785,0.4678
910,very_dense,0.8139,False,0,1,1,,,,5.0771,1.1619,1.1531
911,sparse,0.4306,False,1,1,1,0.8841,0.9159,0.9159,0.4670,0.4404,0.4381
912,dense,0.5833,False,0,1,1,,,,2.5462,0.6343,0.6298
913,very_dense,0.9139,False,1,1,1,0.8284,1.0732,1.0732,1.3554,0.7894,0.7904
914,dense,0.4861,False,1,1,1,0.8523,0.8438,0.8438,1.2548,0.9269,0.9184
915,dense,0.7306,False,1,1,1,0.8791,0.9653,0.9653,1.0093,0.7162,0.7108
916,dense,0.6722,False,1,1,1,0.8681,0.9801,0.9801,0.8706,0.6310,0.6310
917,very_dense,0.8806,False,1,1,1,0.8687,1.1908,1.1908,1.2525,0.7060,0.7021
918,sparse,0.3972,False,1,1,1,0.8990,0.9041,0.9041,0.4941,0.4742,0.4610
919,dense,0.4194,False,1,1,1,0.8747,1.0191,1.0191,1.0480,0.6796,0.8454
920,very_dense,0.6361,False,0,1,1,,,,1.8453,0.8082,0.8031
921,dense,0.3611,False,1,1,1,0.8980,0.9807,0.9807,0.9027,0.6818,0.6718
922,dense,0.4083,False,1,1,1,0.7594,0.8524,0.8524,2.0687,1.1342,1.1297
923,sparse,0.3389,False,1,1,1,0.8675,0.8761,0.8761,0.5454,0.4790,0.4754
924,sparse,0.5056,False,1,1,1,0.8097,0.8949,0.8949,0.7323,0.6123,0.5678
925,very_dense,0.7444,False,1,1,1,0.8645,1.0289,1.0289,1.3374,0.8387,0.8335
926,dense,0.6861,False,1,1,1,0.8278,1.0311,1.0311,1.2309,0.7618,0.7551
927,sparse,0.3444,False,1,1,1,0.8462,0.8356,0.8356,0.5267,0.4841,0.4810
928,dense,0.6000,False,1,1,1,0.9027,1.2353,1.2353,0.9056,0.5739,0.5697
929,dense,0.4389,False,1,1,1,0.8770,0.9818,0.9818,1.2052,0.7019,0.7106
930,dense,0.7778,False,1,1,1,0.9246,0.9916,0.9916,0.8414,0.6489,0.6224
931,very_dense,0.8028,False,1,0,0,0.8741,0.7073,0.7073,1.1606,0.6000,0.5992
932,sparse,0.3944,False,1,1,1,0.4901,0.5100,0.5100,1.7402,1.1338,1.1072
933,dense,0.4667,False,1,1,1,0.7392,0.6261,0.6261,2.4208,1.6494,1.6470
934,dense,0.6722,False,1,1,1,0.9013,0.9212,0.9212,0.8692,0.8727,0.7259
935,very_dense,0.7083,False,1,1,1,0.8456,0.9768,0.9768,1.7656,0.9879,1.0528
936,sparse,0.4361,False,1,1,1,0.8467,0.8558,0.8558,0.6368,0.5514,0.5383
937,sparse,0.5361,False,1,1,1,0.8528,1.0320,1.0320,0.5188,0.4534,0.4519
938,dense,0.7083,False,0,1,1,0.5657,1.0749,1.0749,1.0388,0.6186,0.6172
939,dense,0.5222,False,1,1,1,0.7823,0.7631,0.7631,1.8308,1.2458,1.2274
940,very_dense,0.7444,False,1,1,1,0.9049,1.0121,1.0121,1.1996,0.8059,0.7945
941,dense,0.4972,False,1,0,0,0.8600,1.1751,1.1751,1.0657,0.5103,0.5134
942,very_dense,0.7389,False,0,1,1,,,,1.6638,0.7101,0.7108
943,dense,0.5389,False,1,1,1,0.5495,0.6062,0.6062,3.8058,2.0430,2.0452
944,sparse,0.6250,False,0,1,1,,,,1.5878,0.4857,0.4848
945,sparse,0.5806,False,1,1,1,0.7900,0.8075,0.8075,0.6879,0.5770,0.5601
946,very_dense,0.7667,False,1,1,1,0.8907,1.0114,1.0114,1.1294,0.7350,0.7419
947,sparse,0.1556,True,1,1,1,0.7337,0.8473,0.7337,0.8058,0.6197,0.7872
948,very_dense,0.5889,False,1,0,0,0.8947,1.0428,1.0428,1.2571,0.6313,0.6320
949,sparse,0.5750,False,1,1,1,0.8951,0.8823,0.8823,0.5360,0.4877,0.4848
950,sparse,0.4861,False,1,1,1,0.6103,1.3627,1.3627,1.2715,0.5960,0.5871
951,sparse,0.1361,True,1,1,1,0.5254,0.5764,0.5254,1.6272,0.9892,1.6128
952,dense,0.7972,False,1,1,1,0.8662,0.9567,0.9567,1.0913,0.7470,0.7207
953,dense,0.6083,False,1,1,1,0.8991,0.9257,0.9257,0.8715,0.6856,0.6737
954,very_dense,0.8417,False,0,0,0,0.4159,0.8610,0.8610,1.9981,0.6017,0.6098
955,dense,0.4444,False,1,1,1,0.8533,1.2035,1.2035,0.9919,0.5815,0.5788
956,dense,0.4861,False,1,1,1,0.7343,0.7074,0.7074,2.0130,1.3502,1.3080
957,dense,0.6611,False,1,0,0,0.8967,1.1024,1.1024,0.8733,0.5141,0.5085
958,very_dense,0.8750,False,1,0,0,0.8721,0.7571,0.7571,1.0137,0.6048,0.6040
959,dense,0.3889,False,1,1,1,0.7421,0.7361,0.7361,1.6618,1.1610,1.1679
960,sparse,0.3389,False,1,1,1,0.8945,0.9365,0.9365,0.5001,0.4565,0.4545
961,dense,0.8000,False,1,0,0,0.8467,0.4081,0.4081,1.0362,0.9946,0.9878
962,very_dense,0.7972,False,1,0,0,0.8607,1.2706,1.2706,1.4610,0.6174,0.6150
963,sparse,0.5417,False,1,1,1,0.8117,0.7771,0.7771,0.6977,0.5994,0.5893
964,very_dense,0.9167,False,0,0,0,0.6468,0.1903,0.1903,0.8290,0.6374,0.6355
965,dense,0.6333,False,1,0,0,0.8683,1.0974,1.0974,0.8968,0.5083,0.5096
966,dense,0.7472,False,1,1,1,0.8028,0.8863,0.8863,1.1565,0.7683,0.7621
967,sparse,0.2056,True,1,1,1,0.8039,0.9027,0.8039,0.8510,0.6134,0.8492
968,very_dense,0.7333,False,0,1,1,,,,5.1422,0.7214,0.7170
969,sparse,0.1972,True,1,1,1,0.7360,0.7225,0.7360,0.7648,0.6327,0.7597
970,sparse,0.5139,False,1,1,1,0.5952,0.6541,0.6541,1.1400,0.7918,0.7753
971,dense,0.8250,False,1,1,1,0.8521,0.9310,0.9310,1.0768,0.7401,0.7375
972,dense,0.5139,False,0,1,1,,,,1.1140,0.7486,0.7425
973,dense,0.7611,False,1,1,1,0.8915,0.9613,0.9613,0.8694,0.6660,0.6621
974,sparse,0.4028,False,1,1,1,0.7876,0.8071,0.8071,0.7879,0.6209,0.6080
975,sparse,0.3611,False,1,1,1,0.8447,0.9615,0.9615,0.5605,0.4826,0.4775
976,sparse,0.2333,True,1,1,1,0.8927,0.9281,0.8927,0.5682,0.5090,0.5915
977,dense,0.5222,False,1,1,1,0.8699,1.1772,1.1772,0.9333,0.6141,0.6031
