n_agents,inter_collision,env_collision,deadlock,goal_rate,time_to_goal,strategy
1,False,True,False,0.0,40.0,sac
1,False,True,False,0.0,40.0,sac
1,False,True,False,0.0,40.0,sac
1,False,False,False,1.0,10.0,sac
1,False,False,False,1.0,5.800000000000001,sac
1,False,True,False,0.0,40.0,sac
1,False,False,False,1.0,12.200000000000001,sac
1,False,True,False,0.0,40.0,sac
2,False,True,False,0.5,2.2,sac
2,True,False,False,0.5,5.2,sac
2,False,True,False,0.5,10.8,sac
2,False,False,False,1.0,5.6000000000000005,sac
2,False,True,False,0.0,40.0,sac
2,False,False,False,1.0,5.300000000000001,sac
2,False,True,False,0.5,7.2,sac
2,False,True,False,0.0,40.0,sac
2,True,False,False,0.0,40.0,sac
2,False,True,False,0.0,40.0,sac
2,False,True,False,0.5,7.800000000000001,sac
2,False,True,False,0.0,40.0,sac
2,False,True,False,0.0,40.0,sac
2,False,True,False,0.5,8.4,sac
2,False,True,False,0.5,3.6,sac
2,False,True,False,0.5,10.0,sac
2,False,False,False,1.0,5.4,sac
2,False,True,False,0.0,40.0,sac
2,False,True,False,0.5,12.0,sac
2,False,True,False,0.0,40.0,sac
3,True,False,False,0.3333333333333333,2.4000000000000004,sac
3,True,False,False,0.6666666666666666,7.4,sac
3,False,True,False,0.6666666666666666,8.0,sac
3,False,True,False,0.6666666666666666,5.6000000000000005,sac
3,True,False,False,0.0,40.0,sac
3,True,False,False,0.3333333333333333,6.2,sac
3,True,False,False,0.0,40.0,sac
3,False,True,False,0.0,40.0,sac
3,True,False,False,0.0,40.0,sac
3,False,True,False,0.0,40.0,sac
3,False,True,False,0.3333333333333333,7.800000000000001,sac
3,True,False,False,0.0,40.0,sac
3,False,True,False,0.3333333333333333,6.4,sac
3,False,True,False,0.3333333333333333,8.4,sac
3,False,True,False,0.6666666666666666,4.5,sac
3,False,True,False,0.3333333333333333,10.0,sac
3,False,True,False,0.6666666666666666,5.4,sac
3,False,True,False,0.0,40.0,sac
3,False,True,False,0.3333333333333333,12.0,sac
3,False,True,False,0.3333333333333333,7.4,sac
4,True,False,False,0.25,2.4000000000000004,sac
4,True,False,False,0.5,7.4,sac
4,False,True,False,0.5,8.0,sac
4,True,False,False,0.25,5.4,sac
4,True,False,False,0.0,40.0,sac
4,True,False,False,0.25,6.2,sac
4,True,False,False,0.0,40.0,sac
4,False,True,False,0.0,40.0,sac
4,True,False,False,0.25,3.2,sac
4,False,True,False,0.25,6.0,sac
4,False,True,False,0.25,7.6000000000000005,sac
4,True,False,False,0.0,40.0,sac
4,False,True,False,0.25,6.2,sac
4,True,False,False,0.0,40.0,sac
4,False,True,False,0.5,4.4,sac
4,False,True,False,0.25,10.0,sac
4,False,True,False,0.5,5.4,sac
4,False,True,False,0.0,40.0,sac
4,True,False,False,0.0,40.0,sac
4,True,False,False,0.25,7.4,sac
6,True,False,False,0.16666666666666666,2.4000000000000004,sac
6,True,False,False,0.3333333333333333,3.6000000000000005,sac
6,True,False,False,0.0,40.0,sac
6,True,False,False,0.16666666666666666,5.4,sac
6,True,False,False,0.0,40.0,sac
6,True,False,False,0.16666666666666666,6.2,sac
6,True,False,False,0.0,40.0,sac
6,False,True,False,0.0,40.0,sac
6,True,False,False,0.0,40.0,sac
6,False,True,False,0.16666666666666666,6.0,sac
6,True,False,False,0.16666666666666666,7.6000000000000005,sac
6,True,False,False,0.0,40.0,sac
6,False,True,False,0.3333333333333333,10.700000000000001,sac
6,True,False,False,0.16666666666666666,2.8000000000000003,sac
6,True,False,False,0.16666666666666666,5.2,sac
6,True,False,False,0.16666666666666666,5.4,sac
6,True,False,False,0.16666666666666666,6.0,sac
6,True,False,False,0.0,40.0,sac
6,True,False,False,0.0,40.0,sac
6,False,True,False,0.3333333333333333,8.9,sac
8,True,False,False,0.125,2.4000000000000004,sac
8,True,False,False,0.375,5.8,sac
8,True,False,False,0.125,10.8,sac
8,True,False,False,0.0,40.0,sac
8,True,False,False,0.0,40.0,sac
8,True,False,False,0.25,6.1,sac
8,True,False,False,0.0,40.0,sac
8,False,True,False,0.125,3.0,sac
8,True,False,False,0.0,40.0,sac
8,False,True,False,0.125,6.0,sac
8,True,False,False,0.125,7.6000000000000005,sac
8,True,False,False,0.125,4.800000000000001,sac
8,True,False,False,0.125,15.200000000000001,sac
8,True,False,False,0.125,2.8000000000000003,sac
8,True,False,False,0.125,5.2,sac
8,True,False,False,0.125,5.4,sac
8,True,False,False,0.25,6.4,sac
8,True,False,False,0.0,40.0,sac
8,True,False,False,0.125,7.0,sac
8,True,False,False,0.125,10.600000000000001,sac
