trial,world,rho0,used_astar,astar,bc,adaptive,astar_route_efficiency,bc_route_efficiency,adaptive_route_efficiency
1241,very_dense,0.8556,False,0,0,0,0.2263,0.1919,0.1919
1242,very_dense,0.7556,False,1,1,1,0.9164,1.0585,1.0585
1243,dense,0.9139,False,1,1,1,0.7976,0.9394,0.9394
1244,very_dense,0.7417,False,1,1,1,0.8210,0.9077,0.9077
1245,very_dense,0.8944,False,1,0,0,0.8196,0.9336,0.9336
1246,very_dense,0.8667,False,1,1,1,0.8621,1.1553,1.1553
1247,dense,0.6611,False,1,1,1,0.7827,0.8472,0.8472
1248,sparse,0.1583,True,1,1,1,0.6767,0.6926,0.6767
1249,very_dense,0.9194,False,1,1,1,0.8889,0.9584,0.9584
1250,sparse,0.3500,False,1,1,1,0.8098,0.7960,0.7960
1251,dense,0.7056,False,1,1,1,0.9013,0.9759,0.9759
1252,sparse,0.2222,True,1,1,1,0.9025,0.8743,0.9025
1253,very_dense,0.7528,False,1,0,0,0.8869,0.3889,0.3889
1254,dense,0.6167,False,1,1,1,0.8075,1.0139,1.0139
1255,sparse,0.4000,False,1,1,1,0.8085,0.9852,0.9852
1256,sparse,0.3250,False,1,1,1,0.8574,0.9182,0.9182
1257,dense,0.4944,False,1,1,1,0.7967,0.8758,0.8758
1258,dense,0.5750,False,1,1,1,0.7753,0.8648,0.8648
1259,very_dense,0.8583,False,1,0,0,0.8155,0.7700,0.7700
1260,sparse,0.4111,False,1,1,1,0.9056,0.9357,0.9357
1261,very_dense,0.6861,False,1,1,1,0.9019,0.9902,0.9902
1262,dense,0.4000,False,1,1,1,0.8748,0.9500,0.9500
1263,very_dense,0.8000,False,1,0,0,0.7136,1.9527,1.9527
1264,sparse,0.4444,False,1,1,1,0.9350,0.9507,0.9507
1265,sparse,0.2500,True,1,1,1,0.8420,0.8470,0.8420
1266,sparse,0.6861,False,1,1,1,0.8784,0.9174,0.9174
1267,dense,0.4028,False,1,1,1,0.7981,0.8583,0.8583
1268,very_dense,0.7139,False,1,1,1,0.8499,1.0935,1.0935
1269,sparse,0.2417,True,1,1,1,0.7407,0.7552,0.7407
1270,dense,0.6333,False,1,1,1,0.8859,1.1007,1.1007
1271,sparse,0.1861,True,1,1,1,0.9176,0.9242,0.9176
1272,very_dense,0.8806,False,1,1,1,0.8820,1.2518,1.2518
1273,very_dense,0.7556,False,1,0,0,0.8537,1.2365,1.2365
1274,very_dense,0.9694,False,0,0,0,0.1121,0.4699,0.4699
1275,very_dense,0.7611,False,1,1,1,0.7511,0.8408,0.8408
1276,dense,0.8111,False,0,0,0,0.3234,0.3328,0.3328
1277,very_dense,0.8806,False,1,0,0,0.8214,0.7480,0.7480
1278,sparse,0.4111,False,1,1,1,0.9026,0.9227,0.9227
1279,very_dense,0.8639,False,0,0,0,0.6530,0.3787,0.3787
1280,very_dense,0.8972,False,0,1,1,,,
1281,very_dense,0.9028,False,0,0,0,0.2387,0.2652,0.2652
1282,dense,0.7306,False,1,1,1,0.8144,0.8349,0.8349
1283,very_dense,0.6833,False,1,1,1,0.8654,1.0418,1.0418
1284,dense,0.9000,False,1,1,1,0.8440,0.8471,0.8471
1285,sparse,0.7444,False,1,1,1,0.8852,0.9691,0.9691
1286,very_dense,0.7778,False,1,1,1,0.7774,1.0015,1.0015
1287,sparse,0.2333,True,1,1,1,0.9399,0.8833,0.9399
1288,sparse,0.3500,False,1,1,1,0.8818,1.1457,1.1457
1289,dense,0.6750,False,1,1,1,0.7792,0.8234,0.8234
1290,sparse,0.4694,False,1,1,1,0.8095,0.8198,0.8198
1291,very_dense,0.9028,False,0,0,0,0.1716,0.1748,0.1748
1292,dense,0.6056,False,1,1,1,0.8793,1.0148,1.0148
1293,sparse,0.1889,True,1,1,1,0.6794,0.7223,0.6794
1294,very_dense,0.7250,False,1,1,1,0.7960,1.6642,1.6642
1295,dense,0.7417,False,1,1,1,0.8554,0.9440,0.9440
1296,sparse,0.4472,False,1,1,1,0.5491,0.5732,0.5732
1297,very_dense,0.8444,False,0,0,0,0.0739,0.2918,0.2918
1298,dense,0.7944,False,1,1,1,0.8792,0.9585,0.9585
1299,sparse,0.1222,True,1,1,1,0.8346,0.8473,0.8346
1300,very_dense,0.5528,False,1,1,1,0.6709,0.6585,0.6585
1301,dense,0.7778,False,1,1,1,0.8822,0.9322,0.9322
1302,very_dense,0.8361,False,0,0,0,0.7880,0.5649,0.5649
1303,very_dense,0.8500,False,0,1,1,0.3170,1.0821,1.0821
1304,dense,0.7528,False,1,1,1,0.8283,0.9427,0.9427
1305,very_dense,0.7000,False,1,0,0,0.8502,1.3311,1.3311
1306,sparse,0.3444,False,1,1,1,0.7511,0.7533,0.7533
1307,sparse,0.5806,False,1,1,1,0.8746,0.8742,0.8742
1308,dense,0.9083,False,1,1,1,0.8321,0.9796,0.9796
1309,very_dense,0.6722,False,1,1,1,0.8604,1.3026,1.3026
1310,dense,0.7583,False,1,1,1,0.8905,1.0137,1.0137
1311,dense,0.8139,False,1,0,0,0.8670,1.0985,1.0985
1312,very_dense,0.8917,False,1,1,1,0.8008,1.0268,1.0268
1313,very_dense,0.9056,False,1,1,1,0.8777,1.0868,1.0868
1314,very_dense,0.8417,False,1,1,1,0.7860,0.8782,0.8782
1315,sparse,0.4639,False,1,1,1,0.9354,1.0495,1.0495
1316,very_dense,0.8639,False,1,0,0,0.8789,0.4250,0.4250
1317,dense,0.3833,False,1,1,1,0.8609,0.9539,0.9539
1318,dense,0.7500,False,1,1,1,0.8611,1.0156,1.0156
1319,dense,0.6750,False,1,1,1,0.8098,0.8069,0.8069
1320,sparse,0.3694,False,1,1,1,0.8832,0.9260,0.9260
1321,sparse,0.4194,False,1,0,0,0.8885,0.7370,0.7370
1322,dense,0.7417,False,1,1,1,0.8709,0.9709,0.9709
1323,very_dense,0.7500,False,0,0,0,0.6893,0.3228,0.3228
1324,very_dense,0.8278,False,1,0,0,0.8580,0.6006,0.6006
1325,sparse,0.1556,True,1,1,1,0.9038,0.9180,0.9038
1326,very_dense,0.7417,False,1,1,1,0.8972,1.1391,1.1391
1327,sparse,0.3250,False,1,1,1,0.8353,0.7932,0.7932
1328,very_dense,0.7250,False,1,1,1,0.8291,0.9307,0.9307
1329,dense,0.6222,False,1,1,1,0.7310,0.7716,0.7716
1330,dense,0.7778,False,1,1,1,0.8632,0.9784,0.9784
1331,very_dense,0.8778,False,1,1,1,0.8625,0.9619,0.9619
1332,dense,0.6694,False,1,1,1,0.8560,0.9060,0.9060
1333,very_dense,0.9000,False,0,0,0,0.7081,0.2152,0.2152
1334,dense,0.5333,False,1,0,0,0.8495,1.5179,1.5179
1335,very_dense,0.8556,False,0,0,0,0.0767,0.6625,0.6625
1336,dense,0.4222,False,1,1,1,0.8437,0.9053,0.9053
1337,sparse,0.7639,False,1,1,1,0.8800,1.0846,1.0846
1338,very_dense,0.8583,False,1,1,1,0.8658,0.9019,0.9019
1339,dense,0.6500,False,1,1,1,0.7987,0.7632,0.7632
1340,dense,0.4417,False,1,1,1,0.8152,0.7714,0.7714
1341,sparse,0.2306,True,1,1,1,0.8715,0.8687,0.8715
1342,sparse,0.1833,True,1,1,1,0.6801,0.6946,0.6801
1343,dense,0.4444,False,1,1,1,0.8731,1.3720,1.3720
1344,sparse,0.1611,True,1,1,1,0.8055,0.8248,0.8055
1345,very_dense,0.7528,False,1,0,0,0.7761,1.1860,1.1860
1346,very_dense,0.6556,False,1,0,0,0.7709,1.5217,1.5217
1347,very_dense,0.9083,False,0,0,0,0.1425,0.2486,0.2486
1348,very_dense,0.8972,False,0,0,0,0.1747,0.5825,0.5825
1349,dense,0.5556,False,1,1,1,,,
1350,sparse,0.3861,False,1,1,1,0.8607,0.8550,0.8550
1351,dense,0.7806,False,0,1,1,,,
1352,dense,0.9056,False,1,1,1,0.9232,0.9692,0.9692
1353,very_dense,0.6139,False,0,1,1,,,
1354,sparse,0.7083,False,1,1,1,0.8972,0.9079,0.9079
1355,dense,0.6111,False,1,1,1,0.8719,1.0996,1.0996
1356,dense,0.4056,False,1,1,1,0.8982,1.0003,1.0003
1357,sparse,0.1611,True,1,1,1,0.8167,0.7841,0.8167
1358,sparse,0.5722,False,1,1,1,0.8679,1.2295,1.2295
1359,dense,0.4222,False,1,1,1,0.8752,1.0364,1.0364
1360,sparse,0.5361,False,1,1,1,0.8324,0.9215,0.9215
1361,sparse,0.5556,False,1,1,1,0.9078,1.0374,1.0374
1362,dense,0.8167,False,1,1,1,0.8027,0.8513,0.8513
1363,sparse,0.5806,False,1,1,1,0.7963,0.9397,0.9397
1364,dense,0.6944,False,1,1,1,0.8099,0.8514,0.8514
1365,sparse,0.4306,False,1,1,1,0.7923,0.8645,0.8645
1366,sparse,0.5611,False,1,1,1,0.7252,0.8688,0.8688
1367,dense,0.7472,False,1,0,0,0.8726,0.8779,0.8779
1368,very_dense,0.6083,False,1,1,1,0.7325,0.8564,0.8564
1369,dense,0.3833,False,1,1,1,0.8879,0.9446,0.9446
1370,very_dense,0.7361,False,0,0,0,0.5663,0.3008,0.3008
1371,dense,0.6500,False,1,0,0,0.8864,1.1430,1.1430
1372,dense,0.5472,False,1,1,1,0.8898,0.9189,0.9189
1373,dense,0.7000,False,1,1,1,0.8962,0.8237,0.8237
1374,very_dense,0.6972,False,1,1,1,0.7605,0.8545,0.8545
1375,very_dense,0.8417,False,0,1,1,0.0730,0.1131,0.1131
1376,very_dense,0.7722,False,1,1,1,0.7563,0.8796,0.8796
1377,very_dense,0.6833,False,1,1,1,0.8115,1.0274,1.0274
1378,dense,0.5028,False,1,1,1,0.7593,0.6730,0.6730
1379,dense,0.8417,False,1,1,1,0.8285,0.8393,0.8393
1380,very_dense,0.8722,False,0,0,0,0.6824,0.2862,0.2862
1381,sparse,0.0278,True,1,1,1,0.5912,0.5971,0.5912
1382,dense,0.6472,False,1,1,1,0.8284,0.9144,0.9144
1383,very_dense,0.8778,False,0,1,1,0.2567,0.5523,0.5523
1384,dense,0.6694,False,1,1,1,0.8731,0.9599,0.9599
1385,sparse,0.4194,False,1,1,1,0.8097,0.7993,0.7993
1386,dense,0.4444,False,1,1,1,0.7506,0.8055,0.8055
1387,sparse,0.4139,False,1,1,1,0.8110,0.9450,0.9450
1388,very_dense,0.7194,False,0,1,1,,,
1389,very_dense,0.8667,False,1,0,0,0.9050,0.5505,0.5505
1390,sparse,0.4222,False,1,1,1,0.7671,0.7803,0.7803
1391,dense,0.5972,False,1,0,0,0.8645,0.7601,0.7601
1392,very_dense,0.8722,False,0,1,1,,,
1393,very_dense,0.8750,False,1,0,0,0.8577,0.4339,0.4339
1394,sparse,0.2056,True,1,1,1,0.8197,1.0664,0.8197
1395,dense,0.8889,False,0,1,1,,,
1396,dense,0.7167,False,1,1,1,0.8815,0.9408,0.9408
1397,dense,0.7194,False,0,1,1,0.1713,1.2999,1.2999
1398,sparse,0.5583,False,1,1,1,0.9024,0.8727,0.8727
1399,sparse,0.3778,False,1,1,1,0.8114,0.8643,0.8643
1400,very_dense,0.6833,False,1,1,1,0.8433,1.5889,1.5889
1401,sparse,0.6806,False,1,1,1,0.8275,0.8294,0.8294
1402,sparse,0.2417,True,1,1,1,0.8822,0.8722,0.8822
1403,sparse,0.2833,True,1,1,1,0.8487,0.9833,0.8487
1404,sparse,0.1861,True,1,1,1,0.9024,0.8689,0.9024
1405,sparse,0.4583,False,1,1,1,0.8241,0.9600,0.9600
1406,dense,0.7750,False,1,1,1,0.7914,1.4421,1.4421
1407,very_dense,0.6000,False,1,1,1,0.8082,0.9820,0.9820
1408,sparse,0.6722,False,1,1,1,0.9211,0.9053,0.9053
1409,sparse,0.6833,False,1,1,1,0.8878,0.8135,0.8135
1410,sparse,0.5000,False,1,1,1,,,
1411,dense,0.7028,False,1,1,1,,,
1412,sparse,0.5833,False,1,1,1,0.7770,0.9750,0.9750
1413,very_dense,0.6389,False,1,1,1,0.6972,0.8524,0.8524
1414,dense,0.6722,False,1,1,1,0.8161,0.8661,0.8661
1415,very_dense,0.6917,False,1,1,1,0.8180,0.9568,0.9568
1416,dense,0.9194,False,1,1,1,0.7807,0.8900,0.8900
1417,dense,0.4139,False,1,1,1,0.6065,0.6000,0.6000
1418,very_dense,0.7306,False,1,1,1,0.8246,0.9797,0.9797
1419,dense,0.4889,False,0,1,1,,,
1420,very_dense,0.6361,False,1,1,1,0.8405,1.0254,1.0254
1421,very_dense,0.8167,False,1,1,1,0.8259,1.1168,1.1168
1422,dense,0.3972,False,1,1,1,0.6260,0.5040,0.5040
1423,very_dense,0.8444,False,1,0,0,0.8052,1.8358,1.8358
1424,sparse,0.1750,True,1,1,1,0.7851,0.8414,0.7851
1425,very_dense,0.8639,False,1,1,1,0.8523,0.9629,0.9629
1426,very_dense,0.7667,False,1,1,1,0.8475,1.1638,1.1638
1427,very_dense,0.8694,False,0,0,0,0.2925,0.2712,0.2712
1428,sparse,0.1056,True,1,1,1,0.7937,0.8585,0.7937
1429,very_dense,0.8833,False,0,1,1,,,
1430,dense,0.4444,False,1,1,1,0.7709,0.9223,0.9223
1431,sparse,0.3417,False,1,1,1,0.7189,0.7452,0.7452
1432,sparse,0.1611,True,1,1,1,0.8045,0.7955,0.8045
1433,dense,0.5111,False,1,1,1,0.7870,0.7941,0.7941
1434,sparse,0.2361,True,1,1,1,0.8308,0.9882,0.8308
1435,sparse,0.2306,True,1,1,1,0.7696,0.8511,0.7696
1436,dense,0.7194,False,1,1,1,0.8681,1.1064,1.1064
1437,dense,0.5250,False,1,1,1,0.8838,1.1347,1.1347
1438,sparse,0.3889,False,1,0,0,0.8419,0.8112,0.8112
1439,very_dense,0.6667,False,1,1,1,0.6372,3.4568,3.4568
1440,very_dense,0.7444,False,1,0,0,0.7474,1.8538,1.8538
1441,dense,0.7556,False,1,1,1,0.8178,0.8808,0.8808
1442,very_dense,0.7000,False,0,0,0,,,
1443,dense,0.6611,False,1,1,1,0.9253,1.0410,1.0410
1444,sparse,0.5583,False,1,1,1,0.9277,0.9510,0.9510
1445,sparse,0.3639,False,1,1,1,0.8480,1.0438,1.0438
1446,very_dense,0.7833,False,0,1,1,,,
1447,very_dense,0.7667,False,1,1,1,0.8870,1.0338,1.0338
1448,very_dense,0.7167,False,1,1,1,0.8452,0.9553,0.9553
1449,sparse,0.1944,True,1,1,1,0.8478,0.9394,0.8478
1450,sparse,0.1972,True,1,1,1,0.8099,0.9247,0.8099
1451,sparse,0.1944,True,1,1,1,0.8871,0.8444,0.8871
1452,sparse,0.2889,True,1,1,1,0.9256,0.9061,0.9256
1453,sparse,0.1306,True,1,1,1,0.9065,0.9440,0.9065
1454,dense,0.7222,False,1,0,0,0.8703,0.9765,0.9765
1455,sparse,0.3306,False,1,1,1,0.8706,0.9030,0.9030
1456,very_dense,0.7389,False,1,1,1,0.8290,1.0953,1.0953
1457,dense,0.7389,False,1,1,1,0.8509,1.0153,1.0153
1458,sparse,0.5389,False,1,1,1,0.9125,0.9171,0.9171
1459,dense,0.4444,False,1,1,1,0.8140,0.8466,0.8466
1460,very_dense,0.9472,False,0,0,0,,,
1461,sparse,0.1472,True,1,1,1,0.8215,0.7749,0.8215
1462,sparse,0.2000,True,1,1,1,0.8237,0.8589,0.8237
1463,sparse,0.1472,True,1,1,1,,,
1464,very_dense,0.9083,False,0,0,0,0.7962,0.3516,0.3516
1465,sparse,0.5417,False,1,1,1,0.7402,0.7646,0.7646
1466,dense,0.5722,False,1,1,1,0.9097,1.1176,1.1176
1467,dense,0.6583,False,1,1,1,0.7097,0.8958,0.8958
1468,very_dense,0.8667,False,1,0,0,0.8848,0.4254,0.4254
1469,sparse,0.6917,False,1,1,1,0.8929,1.2081,1.2081
1470,very_dense,0.8583,False,1,1,1,0.8088,0.8412,0.8412
1471,very_dense,0.8611,False,0,0,0,0.3084,0.2405,0.2405
1472,dense,0.6333,False,1,1,1,0.8644,1.0057,1.0057
1473,sparse,0.5722,False,1,1,1,0.7966,0.9076,0.9076
1474,very_dense,0.7167,False,1,1,1,0.8049,0.9900,0.9900
1475,sparse,0.2083,True,1,1,1,0.9090,0.8912,0.9090
1476,dense,0.5750,False,1,1,1,0.9136,1.2038,1.2038
1477,dense,0.5361,False,1,1,1,0.7626,0.7691,0.7691
1478,sparse,0.1917,True,1,1,1,0.7533,0.9876,0.7533
1479,dense,0.5500,False,1,1,1,0.7648,0.7934,0.7934
1480,sparse,0.3944,False,1,1,1,0.7427,0.7176,0.7176
1481,sparse,0.6417,False,1,1,1,0.8827,0.9056,0.9056
1482,sparse,0.2222,True,1,1,1,0.8314,0.8171,0.8314
1483,sparse,0.5722,False,1,1,1,0.8063,1.5824,1.5824
1484,dense,0.3583,False,1,0,0,0.8634,1.3491,1.3491
1485,very_dense,0.8667,False,1,1,1,0.7625,1.0142,1.0142
1486,sparse,0.4417,False,1,1,1,0.9098,0.9052,0.9052
1487,sparse,0.6778,False,1,0,0,0.9281,0.2026,0.2026
1488,sparse,0.4694,False,1,1,1,0.8795,1.1109,1.1109
1489,dense,0.7194,False,1,1,1,0.8210,0.8817,0.8817
1490,sparse,0.2222,True,1,1,1,0.9005,0.8793,0.9005
1491,dense,0.7167,False,1,1,1,0.8967,0.9199,0.9199
1492,sparse,0.3444,False,1,1,1,0.6634,0.8622,0.8622
1493,sparse,0.1583,True,1,1,1,0.8405,0.8428,0.8405
1494,dense,0.6778,False,1,1,1,0.8639,1.0415,1.0415
1495,dense,0.6750,False,1,1,1,0.7468,0.7851,0.7851
1496,dense,0.7361,False,1,0,0,0.8915,0.9831,0.9831
1497,very_dense,0.8944,False,0,0,0,0.1903,0.2032,0.2032
1498,dense,0.6639,False,1,1,1,0.8920,0.9625,0.9625
1499,very_dense,0.9028,False,1,0,0,0.9094,0.6604,0.6604
