trial,world,rho0,used_astar,astar,bc,adaptive,astar_route_efficiency,bc_route_efficiency,adaptive_route_efficiency
410,sparse,0.3833,False,1,1,1,0.9072,0.9731,0.9731
411,sparse,0.4806,False,1,1,1,0.7077,0.5883,0.5883
412,sparse,0.4444,False,1,1,1,0.6966,0.8604,0.8604
413,sparse,0.4889,False,1,1,1,0.7653,0.7844,0.7844
414,sparse,0.1556,True,1,1,1,0.7764,0.7473,0.7764
415,very_dense,0.6306,False,1,1,1,0.7445,0.7590,0.7590
416,very_dense,0.8389,False,0,0,0,0.6865,0.2165,0.2165
417,sparse,0.2028,True,1,1,1,0.8531,0.8729,0.8531
418,sparse,0.6528,False,1,1,1,0.7658,0.7444,0.7444
419,dense,0.4417,False,1,1,1,0.7434,0.6982,0.6982
420,very_dense,0.6028,False,1,1,1,0.7622,0.8245,0.8245
421,very_dense,0.7917,False,0,0,0,0.1442,0.3426,0.3426
422,very_dense,0.8222,False,1,0,0,0.8391,0.5473,0.5473
423,dense,0.9333,False,1,0,0,0.8846,1.1557,1.1557
424,dense,0.7167,False,1,1,1,0.9165,1.0117,1.0117
425,sparse,0.2750,True,1,1,1,0.9157,0.9157,0.9157
426,very_dense,0.7583,False,1,1,1,0.7445,1.2363,1.2363
427,very_dense,0.9417,False,0,0,0,0.1181,0.5036,0.5036
428,sparse,0.1972,True,1,1,1,0.6613,0.8362,0.6613
429,very_dense,0.9417,False,1,0,0,0.8864,0.3153,0.3153
430,sparse,0.6306,False,1,1,1,0.8986,0.9785,0.9785
431,very_dense,0.7361,False,1,0,0,0.7159,1.6723,1.6723
432,very_dense,0.7861,False,1,1,1,0.8332,0.9140,0.9140
433,sparse,0.6583,False,1,1,1,0.8948,0.9731,0.9731
434,dense,0.6278,False,1,1,1,0.8197,0.8689,0.8689
435,sparse,0.4722,False,1,1,1,0.9217,0.9440,0.9440
436,dense,0.6500,False,1,1,1,0.8210,0.8351,0.8351
437,very_dense,0.7556,False,1,1,1,0.8326,1.3121,1.3121
438,sparse,0.3778,False,1,1,1,0.8871,0.9113,0.9113
439,dense,0.6833,False,1,1,1,0.8289,0.9270,0.9270
440,very_dense,0.8944,False,0,0,0,0.1902,0.1991,0.1991
441,sparse,0.2111,True,1,1,1,0.8820,0.8713,0.8820
442,sparse,0.6361,False,1,1,1,0.8896,1.1065,1.1065
443,dense,0.7556,False,0,1,1,,,
444,dense,0.8750,False,1,0,0,0.8524,0.4492,0.4492
445,dense,0.7028,False,1,1,1,0.8634,1.4064,1.4064
446,sparse,0.2333,True,1,1,1,0.9065,0.8973,0.9065
447,very_dense,0.7028,False,1,1,1,0.8486,0.9614,0.9614
448,dense,0.4306,False,1,1,1,0.8540,0.8863,0.8863
449,sparse,0.5111,False,1,1,1,0.7786,0.7538,0.7538
450,very_dense,0.7389,False,1,1,1,0.9159,1.0263,1.0263
451,very_dense,0.5694,False,1,1,1,0.8514,1.0068,1.0068
452,dense,0.6750,False,1,1,1,0.8092,0.8404,0.8404
453,sparse,0.1583,True,1,1,1,0.8665,1.0260,0.8665
454,dense,0.7833,False,1,1,1,0.8474,0.9670,0.9670
455,dense,0.7056,False,1,1,1,0.9051,0.9174,0.9174
456,sparse,0.3361,False,1,1,1,0.8359,0.9943,0.9943
457,dense,0.6806,False,1,1,1,0.7367,0.7953,0.7953
458,very_dense,0.7889,False,1,1,1,0.7697,0.8528,0.8528
459,sparse,0.2028,True,1,1,1,0.5587,0.9341,0.5587
460,very_dense,0.7278,False,1,0,0,0.9138,0.9838,0.9838
461,sparse,0.4333,False,1,1,1,0.7775,0.7702,0.7702
462,very_dense,0.8972,False,0,0,0,0.0994,0.2400,0.2400
463,dense,0.3750,False,1,1,1,0.8503,0.8536,0.8536
464,sparse,0.3944,False,1,1,1,0.8999,0.8717,0.8717
465,very_dense,0.5944,False,1,1,1,0.6629,0.9369,0.9369
466,sparse,0.3778,False,1,1,1,0.8467,0.8523,0.8523
467,dense,0.7472,False,1,1,1,0.8866,0.9819,0.9819
468,sparse,0.4361,False,1,1,1,0.8840,0.8661,0.8661
469,very_dense,0.8000,False,0,0,0,0.1166,0.4209,0.4209
470,very_dense,0.8500,False,1,1,1,0.9012,0.9932,0.9932
471,very_dense,0.6917,False,1,1,1,0.7762,0.9193,0.9193
472,dense,0.6361,False,1,0,0,0.8895,1.0024,1.0024
473,dense,0.7417,False,1,1,1,0.7141,0.7189,0.7189
474,dense,0.9056,False,1,1,1,0.8532,0.8883,0.8883
475,very_dense,0.5861,False,1,1,1,0.7813,0.9591,0.9591
476,very_dense,0.8500,False,1,1,1,0.6378,0.8304,0.8304
477,sparse,0.3333,False,1,1,1,0.8994,0.8985,0.8985
478,dense,0.7250,False,1,0,0,0.8806,0.8080,0.8080
479,sparse,0.1917,True,1,1,1,0.8903,0.8875,0.8903
480,sparse,0.2778,True,1,1,1,0.8754,0.9539,0.8754
481,very_dense,0.7694,False,1,1,1,0.8496,0.9976,0.9976
482,sparse,0.4000,False,1,1,1,0.9035,0.9818,0.9818
483,very_dense,0.7250,False,1,1,1,0.8597,1.1059,1.1059
484,dense,0.7222,False,1,1,1,0.8773,1.0648,1.0648
485,sparse,0.0389,True,1,1,1,0.8458,0.7653,0.8458
486,dense,0.4833,False,1,1,1,0.8814,1.1454,1.1454
487,dense,0.4083,False,1,1,1,0.8179,0.8281,0.8281
488,very_dense,0.8639,False,1,0,0,0.8628,0.9884,0.9884
489,dense,0.3833,False,1,0,0,0.8910,0.9691,0.9691
490,very_dense,0.9139,False,1,1,1,0.8420,1.0099,1.0099
491,very_dense,0.7972,False,1,1,1,0.8583,1.0541,1.0541
492,very_dense,0.6028,False,1,1,1,0.8798,1.1022,1.1022
493,dense,0.9361,False,1,1,1,0.8877,1.0954,1.0954
494,sparse,0.3528,False,1,1,1,0.9145,0.9569,0.9569
495,dense,0.6250,False,1,1,1,0.8334,0.9244,0.9244
496,sparse,0.7028,False,1,1,1,0.8766,0.8510,0.8510
497,dense,0.7250,False,1,1,1,0.8892,0.9158,0.9158
498,very_dense,0.6139,False,0,0,0,0.5214,0.3299,0.3299
499,dense,0.7111,False,1,1,1,0.8619,1.0477,1.0477
500,sparse,0.1528,True,1,1,1,0.8031,0.8495,0.8031
501,dense,0.6083,False,1,1,1,0.8483,0.9137,0.9137
502,very_dense,0.5833,False,1,1,1,0.9051,1.5385,1.5385
503,very_dense,0.8694,False,1,1,1,0.7900,0.8737,0.8737
504,sparse,0.1778,True,1,1,1,0.6338,0.6413,0.6338
505,dense,0.3889,False,1,1,1,0.6434,0.6609,0.6609
506,dense,0.5056,False,1,1,1,0.5607,0.5863,0.5863
507,sparse,0.4861,False,1,1,1,0.8009,0.7795,0.7795
508,sparse,0.6833,False,1,1,1,0.8006,0.7524,0.7524
509,sparse,0.3556,False,1,1,1,0.7631,0.7386,0.7386
510,very_dense,0.9056,False,0,0,0,0.1156,0.4191,0.4191
511,very_dense,0.6111,False,1,1,1,0.5663,0.5246,0.5246
512,very_dense,0.6778,False,0,0,0,0.7212,0.5072,0.5072
513,very_dense,0.8056,False,1,1,1,0.7738,0.9456,0.9456
514,very_dense,0.8361,False,1,0,0,0.8307,0.7012,0.7012
515,sparse,0.4722,False,1,1,1,0.6745,0.7089,0.7089
516,very_dense,0.7167,False,1,0,0,0.9180,1.0525,1.0525
517,sparse,0.1917,True,1,1,1,0.9008,1.0813,0.9008
518,dense,0.4472,False,1,1,1,0.6531,0.7358,0.7358
519,dense,0.9083,False,0,1,1,0.1048,1.0290,1.0290
520,dense,0.6861,False,1,0,0,0.8725,1.0901,1.0901
521,sparse,0.2694,True,1,1,1,0.9171,1.0748,0.9171
522,sparse,0.3194,False,1,1,1,0.8876,0.9622,0.9622
523,very_dense,0.6722,False,1,1,1,,,
524,sparse,0.1889,True,1,1,1,0.8744,0.8461,0.8744
525,sparse,0.5139,False,1,1,1,0.8182,1.0095,1.0095
526,very_dense,0.8278,False,1,1,1,0.8795,1.0249,1.0249
527,sparse,0.4972,False,1,1,1,0.7861,1.0152,1.0152
528,very_dense,0.8222,False,1,0,0,0.8657,0.3865,0.3865
529,very_dense,0.7333,False,1,1,1,0.7789,1.3331,1.3331
530,dense,0.7694,False,1,1,1,0.8634,0.8902,0.8902
531,sparse,0.3722,False,1,1,1,0.8790,0.8991,0.8991
532,sparse,0.5750,False,1,1,1,0.6208,0.6106,0.6106
533,sparse,0.6361,False,1,1,1,0.8429,0.9001,0.9001
534,dense,0.7556,False,1,1,1,0.8315,0.9680,0.9680
535,sparse,0.2750,True,1,1,1,0.9157,0.9190,0.9157
536,dense,0.7556,False,1,1,1,0.8742,1.1589,1.1589
537,sparse,0.1306,True,1,1,1,0.8256,0.7866,0.8256
538,dense,0.5167,False,1,1,1,0.7429,0.6691,0.6691
539,sparse,0.4694,False,1,1,1,0.8802,0.8757,0.8757
540,very_dense,0.6139,False,1,1,1,0.8362,1.0980,1.0980
541,sparse,0.1778,True,1,1,1,0.8844,0.9033,0.8844
542,sparse,0.4667,False,1,0,0,0.9156,0.0600,0.0600
543,sparse,0.2750,True,1,1,1,0.8572,0.8367,0.8572
544,very_dense,0.9000,False,1,1,1,0.7810,0.7847,0.7847
545,sparse,0.4361,False,1,1,1,0.8540,0.8659,0.8659
546,dense,0.6444,False,0,1,1,,,
547,dense,0.7472,False,1,1,1,0.8775,0.9746,0.9746
548,dense,0.5833,False,1,1,1,0.8208,0.8921,0.8921
549,very_dense,0.8806,False,1,0,0,0.8205,1.0611,1.0611
550,very_dense,0.9222,False,0,0,0,0.2066,0.2534,0.2534
551,dense,0.4750,False,1,1,1,0.7572,0.7775,0.7775
552,very_dense,0.7694,False,1,1,1,0.8764,1.0704,1.0704
553,sparse,0.2278,True,1,1,1,0.7991,0.7803,0.7991
554,very_dense,0.8444,False,1,1,1,0.8336,0.9478,0.9478
555,dense,0.7583,False,1,1,1,0.8767,0.9874,0.9874
556,very_dense,0.8611,False,1,1,1,0.7824,0.8867,0.8867
557,very_dense,0.6667,False,1,1,1,0.8546,1.2059,1.2059
558,very_dense,0.6278,False,1,1,1,0.8812,0.9989,0.9989
559,very_dense,0.8694,False,0,0,0,0.5768,0.3025,0.3025
560,dense,0.6778,False,1,1,1,0.8787,0.8374,0.8374
561,sparse,0.6500,False,1,1,1,0.8654,0.8728,0.8728
562,dense,0.3917,False,1,1,1,0.8766,0.8952,0.8952
563,sparse,0.2528,True,1,0,1,0.8532,0.6839,0.8532
564,very_dense,0.6139,False,1,1,1,,,
565,sparse,0.4889,False,1,1,1,0.8691,0.8740,0.8740
566,sparse,0.3444,False,1,1,1,0.8393,0.8624,0.8624
567,sparse,0.3750,False,1,1,1,0.8877,0.8663,0.8663
568,dense,0.5778,False,1,0,0,0.7876,1.1997,1.1997
569,dense,0.8222,False,1,1,1,0.8793,0.9579,0.9579
570,very_dense,0.6417,False,1,1,1,0.8347,0.9600,0.9600
571,dense,0.7417,False,1,1,1,0.6590,0.6861,0.6861
572,sparse,0.1528,True,1,1,1,0.7289,1.1814,0.7289
573,sparse,0.4583,False,1,1,1,0.8473,0.7989,0.7989
574,sparse,0.4778,False,1,1,1,0.8901,0.8818,0.8818
575,dense,0.8278,False,1,1,1,0.8946,0.9265,0.9265
576,very_dense,0.7250,False,0,0,0,0.6294,0.3075,0.3075
577,dense,0.3917,False,1,1,1,0.8271,1.0429,1.0429
578,very_dense,0.8500,False,1,1,1,0.6394,0.6442,0.6442
579,sparse,0.3694,False,1,1,1,0.6185,0.6280,0.6280
580,sparse,0.1944,True,1,1,1,0.7824,0.8101,0.7824
581,very_dense,0.7472,False,1,1,1,,,
582,sparse,0.3361,False,1,1,1,0.7941,0.7799,0.7799
583,sparse,0.1417,True,1,1,1,0.8779,0.8685,0.8779
584,dense,0.9083,False,1,1,1,0.8584,0.9174,0.9174
585,very_dense,0.6361,False,1,1,1,0.7809,0.9682,0.9682
586,very_dense,0.8583,False,1,0,0,0.8164,0.0902,0.0902
587,sparse,0.5222,False,1,1,1,0.9205,0.9576,0.9576
588,very_dense,0.7000,False,1,1,1,0.8047,0.9625,0.9625
589,very_dense,0.8500,False,1,0,0,0.8849,1.1310,1.1310
590,very_dense,0.8806,False,1,0,0,,,
591,very_dense,0.6444,False,1,1,1,0.8996,1.1113,1.1113
592,sparse,0.7583,False,1,1,1,0.8982,0.9863,0.9863
593,very_dense,0.6167,False,1,1,1,0.8054,0.9443,0.9443
594,sparse,0.2194,True,1,1,1,0.9138,1.0142,0.9138
595,very_dense,0.8778,False,0,1,1,,,
596,dense,0.4833,False,1,1,1,0.6946,0.6624,0.6624
597,very_dense,0.6444,False,1,1,1,0.4960,0.5761,0.5761
598,dense,0.3861,False,1,1,1,0.8501,0.9394,0.9394
599,dense,0.8167,False,1,1,1,0.8801,1.2190,1.2190
600,dense,0.4444,False,1,1,1,0.8745,0.9760,0.9760
601,very_dense,0.7056,False,1,1,1,0.7785,1.0489,1.0489
602,very_dense,0.8861,False,1,1,1,0.8603,0.9445,0.9445
603,sparse,0.3306,False,1,1,1,0.8440,0.8586,0.8586
604,very_dense,0.5861,False,1,1,1,0.8057,1.0812,1.0812
605,dense,0.4306,False,1,1,1,0.8054,0.8004,0.8004
606,sparse,0.1889,True,1,1,1,0.8424,0.9748,0.8424
607,dense,0.7000,False,1,1,1,0.8457,1.1322,1.1322
608,very_dense,0.7556,False,1,1,1,0.8543,1.0171,1.0171
609,very_dense,0.9083,False,1,1,1,0.7506,0.7972,0.7972
610,very_dense,0.7500,False,1,1,1,0.8546,1.3070,1.3070
611,dense,0.7889,False,1,1,1,0.8934,1.0082,1.0082
612,very_dense,0.6639,False,1,1,1,0.8428,0.9689,0.9689
613,dense,0.4333,False,1,1,1,0.7712,0.7714,0.7714
614,very_dense,0.7611,False,1,1,1,0.8419,0.9044,0.9044
615,dense,0.5944,False,1,1,1,0.9107,1.0603,1.0603
616,sparse,0.4722,False,1,1,1,0.7021,0.9220,0.9220
617,sparse,0.3056,False,1,1,1,0.8668,0.9765,0.9765
618,sparse,0.2611,True,1,1,1,0.8483,0.8267,0.8483
619,sparse,0.2833,True,1,1,1,0.9130,0.8812,0.9130
620,dense,0.7278,False,1,1,1,0.8731,1.0456,1.0456
621,dense,0.6139,False,1,1,1,0.7553,1.4942,1.4942
622,sparse,0.0944,True,1,0,1,0.9200,0.5690,0.9200
623,dense,0.5556,False,1,1,1,0.7002,0.6808,0.6808
624,dense,0.6333,False,0,0,0,,,
625,sparse,0.4222,False,1,1,1,0.8026,0.8389,0.8389
626,dense,0.4250,False,1,1,1,0.8595,0.9391,0.9391
627,dense,0.7861,False,1,1,1,0.8782,0.9635,0.9635
628,dense,0.9083,False,1,1,1,0.8920,0.9001,0.9001
629,dense,0.6250,False,1,1,1,0.8073,0.8183,0.8183
630,very_dense,0.7722,False,0,1,1,,,
631,sparse,0.3222,False,1,1,1,0.7893,0.7906,0.7906
632,dense,0.4389,False,1,1,1,0.8755,0.9308,0.9308
633,dense,0.6056,False,1,1,1,0.7045,0.8689,0.8689
634,sparse,0.5278,False,1,1,1,0.8608,0.8628,0.8628
635,very_dense,0.9083,False,0,0,0,0.3090,0.5170,0.5170
636,sparse,0.5417,False,1,1,1,0.9215,1.0555,1.0555
637,sparse,0.2833,True,1,1,1,0.6611,0.6532,0.6611
638,very_dense,0.7583,False,1,0,0,0.7934,1.1261,1.1261
639,very_dense,0.8694,False,1,1,1,0.8405,0.9397,0.9397
640,very_dense,0.7611,False,1,1,1,0.8150,1.0170,1.0170
641,very_dense,0.7167,False,1,1,1,0.8363,0.9459,0.9459
642,very_dense,0.7722,False,0,1,1,0.5126,1.0445,1.0445
643,dense,0.4222,False,1,0,0,0.8638,1.0569,1.0569
644,very_dense,0.6028,False,1,1,1,0.8141,1.6272,1.6272
645,sparse,0.7028,False,1,1,1,0.8519,0.9341,0.9341
646,dense,0.4556,False,1,1,1,0.7947,0.8060,0.8060
647,dense,0.8056,False,1,1,1,0.8745,1.2557,1.2557
648,very_dense,0.8194,False,0,0,0,0.1621,0.2519,0.2519
649,very_dense,0.7111,False,1,1,1,0.8038,1.1862,1.1862
650,dense,0.6194,False,1,1,1,0.5948,0.6997,0.6997
651,dense,0.7083,False,0,1,1,,,
652,sparse,0.4944,False,1,1,1,0.8447,0.9527,0.9527
653,very_dense,0.7139,False,1,1,1,0.8682,0.9302,0.9302
654,dense,0.5444,False,1,0,0,0.8615,1.0296,1.0296
655,dense,0.3639,False,1,1,1,0.8933,0.9239,0.9239
656,very_dense,0.6389,False,1,1,1,0.8540,0.9029,0.9029
657,dense,0.3972,False,1,1,1,0.8826,0.8922,0.8922
658,sparse,0.2111,True,1,1,1,0.7718,0.8889,0.7718
659,sparse,0.7722,False,1,1,1,0.8160,0.9380,0.9380
660,sparse,0.3917,False,1,1,1,0.7288,0.7140,0.7140
661,very_dense,0.6861,False,1,0,0,0.8651,1.1110,1.1110
662,sparse,0.5972,False,1,1,1,0.8745,1.1126,1.1126
663,sparse,0.2389,True,1,1,1,0.6589,0.7723,0.6589
664,dense,0.9083,False,0,1,1,,,
665,very_dense,0.8167,False,1,1,1,0.8184,1.0055,1.0055
666,dense,0.4111,False,1,1,1,0.7169,0.7225,0.7225
667,very_dense,0.8167,False,1,1,1,0.7945,0.8552,0.8552
668,very_dense,0.9111,False,0,0,0,0.1012,0.2006,0.2006
669,sparse,0.3194,False,1,1,1,0.8345,0.8338,0.8338
670,very_dense,0.7528,False,1,0,0,0.7789,0.8406,0.8406
671,dense,0.7667,False,0,1,1,,,
672,dense,0.4306,False,1,1,1,0.8821,0.8862,0.8862
673,sparse,0.4528,False,1,1,1,0.8873,0.9202,0.9202
674,dense,0.7583,False,1,1,1,0.9071,0.9583,0.9583
675,very_dense,0.7694,False,0,0,0,0.1330,0.4385,0.4385
676,dense,0.5944,False,1,1,1,0.8200,0.8387,0.8387
677,sparse,0.1972,True,1,1,1,,,
678,dense,0.7500,False,1,1,1,0.8335,0.9457,0.9457
679,very_dense,0.7139,False,1,1,1,0.9003,1.0581,1.0581
680,very_dense,0.8667,False,1,1,1,0.7253,0.7434,0.7434
681,sparse,0.5861,False,1,1,1,0.8550,0.8400,0.8400
682,very_dense,0.8861,False,1,0,0,0.8903,0.7786,0.7786
683,very_dense,0.7194,False,1,1,1,0.8111,2.0402,2.0402
684,sparse,0.2389,True,1,1,1,0.7467,0.7444,0.7467
685,very_dense,0.7222,False,0,1,1,,,
686,dense,0.4417,False,1,1,1,0.8188,0.8347,0.8347
687,dense,0.7639,False,1,1,1,,,
688,dense,0.5972,False,1,1,1,0.7994,0.8018,0.8018
689,very_dense,0.5583,False,1,1,1,0.6393,0.7087,0.7087
690,very_dense,0.9056,False,0,0,0,0.2797,0.4088,0.4088
691,very_dense,0.8611,False,1,1,1,0.8223,0.8832,0.8832
692,very_dense,0.7639,False,1,0,0,0.8563,0.6298,0.6298
693,very_dense,0.7083,False,0,1,1,0.6806,0.5385,0.5385
694,sparse,0.1528,True,1,1,1,0.9185,1.1520,0.9185
695,sparse,0.5806,False,1,1,1,0.8603,0.8511,0.8511
696,very_dense,0.6917,False,1,1,1,0.9306,1.0311,1.0311
697,dense,0.7194,False,0,1,1,0.3718,0.9442,0.9442
698,sparse,0.5944,False,1,1,1,0.9147,0.9183,0.9183
699,sparse,0.1167,True,1,1,1,0.7462,0.7572,0.7462
700,dense,0.6778,False,1,1,1,0.9138,0.9336,0.9336
701,dense,0.6333,False,1,1,1,0.8830,1.2434,1.2434
702,sparse,0.1472,True,1,1,1,0.8149,0.8701,0.8149
703,sparse,0.2167,True,1,1,1,0.8472,0.8362,0.8472
704,sparse,0.7000,False,1,1,1,0.9197,0.9430,0.9430
705,dense,0.8167,False,1,0,0,0.8700,1.1105,1.1105
706,sparse,0.3556,False,1,1,1,0.8550,0.9550,0.9550
707,dense,0.7472,False,1,1,1,0.8351,0.9486,0.9486
708,dense,0.4833,False,1,1,1,0.8606,0.8698,0.8698
709,dense,0.3778,False,1,1,1,0.9065,1.1595,1.1595
710,very_dense,0.6750,False,0,0,0,0.5743,0.4787,0.4787
711,dense,0.6944,False,1,1,1,,,
712,very_dense,0.6917,False,1,1,1,0.8407,0.8412,0.8412
713,very_dense,0.6250,False,1,1,1,0.8537,0.9120,0.9120
714,very_dense,0.7083,False,1,1,1,0.7830,0.8725,0.8725
715,very_dense,0.8278,False,1,1,1,,,
716,dense,0.6250,False,0,1,1,,,
717,dense,0.7000,False,1,1,1,0.8134,0.8540,0.8540
718,sparse,0.2306,True,1,1,1,0.6473,0.6170,0.6473
719,dense,0.6361,False,1,1,1,0.8813,1.2107,1.2107
720,sparse,0.4694,False,1,1,1,0.8546,0.8376,0.8376
721,very_dense,0.6722,False,1,1,1,0.8705,0.9576,0.9576
722,very_dense,0.6972,False,1,1,1,,,
723,sparse,0.4083,False,1,1,1,0.9054,0.9416,0.9416
724,very_dense,0.6556,False,1,1,1,0.8433,0.9894,0.9894
725,sparse,0.1306,True,1,1,1,0.8765,1.1184,0.8765
726,very_dense,0.6861,False,1,1,1,0.8868,1.1953,1.1953
727,sparse,0.1056,True,1,1,1,0.9037,0.9823,0.9037
728,dense,0.6361,False,1,1,1,0.8803,0.8408,0.8408
729,dense,0.3722,False,1,1,1,0.9310,1.0311,1.0311
730,very_dense,0.6333,False,1,1,1,0.6914,0.7153,0.7153
731,dense,0.8056,False,1,1,1,0.8577,0.9527,0.9527
732,very_dense,0.8500,False,1,1,1,0.8290,0.9495,0.9495
733,very_dense,0.7250,False,1,1,1,0.7332,0.7410,0.7410
734,sparse,0.3056,False,1,1,1,0.8892,0.9340,0.9340
735,very_dense,0.9250,False,1,1,1,0.8654,1.0008,1.0008
736,very_dense,0.7361,False,1,0,0,0.7928,1.2701,1.2701
737,dense,0.3556,False,1,1,1,0.8809,0.8981,0.8981
738,very_dense,0.6389,False,1,1,1,0.7444,0.9053,0.9053
739,very_dense,0.8694,False,1,0,0,0.8799,0.2111,0.2111
740,very_dense,0.5722,False,1,1,1,0.7453,0.7632,0.7632
741,very_dense,0.7111,False,1,1,1,,,
742,dense,0.9194,False,1,1,1,0.8665,0.8931,0.8931
743,sparse,0.2250,True,1,1,1,0.8921,1.2179,0.8921
744,very_dense,0.7194,False,1,1,1,0.9086,1.0021,1.0021
745,dense,0.7444,False,1,1,1,0.7456,0.8956,0.8956
746,dense,0.7250,False,1,1,1,0.7280,0.7121,0.7121
747,sparse,0.5806,False,1,1,1,0.8896,1.0408,1.0408
748,sparse,0.3250,False,1,1,1,0.8317,0.8548,0.8548
749,sparse,0.2667,True,1,1,1,0.6907,0.6884,0.6907
750,very_dense,0.8694,False,0,0,0,,,
751,sparse,0.6806,False,1,0,0,0.9196,0.2047,0.2047
752,sparse,0.2000,True,1,1,1,0.7569,0.7496,0.7569
753,very_dense,0.8889,False,1,1,1,0.8992,1.1763,1.1763
754,dense,0.7861,False,1,1,1,0.9017,1.0942,1.0942
755,dense,0.7583,False,1,0,0,0.8845,1.0595,1.0595
756,very_dense,0.9167,False,1,1,1,0.8626,0.9252,0.9252
757,dense,0.3944,False,1,1,1,0.8700,0.9434,0.9434
758,sparse,0.1389,True,1,1,1,0.8582,0.8999,0.8582
759,very_dense,0.9083,False,1,1,1,0.7629,0.8861,0.8861
760,sparse,0.1806,True,1,1,1,0.8886,1.1963,0.8886
761,dense,0.7917,False,1,1,1,0.8619,0.8544,0.8544
762,very_dense,0.6861,False,1,1,1,0.7721,0.9336,0.9336
763,very_dense,0.8778,False,1,0,0,0.8988,0.7043,0.7043
764,dense,0.3889,False,1,0,0,0.8763,0.9862,0.9862
765,very_dense,0.8500,False,1,1,1,0.5648,0.5973,0.5973
766,dense,0.3917,False,1,1,1,0.8250,0.9484,0.9484
767,dense,0.7111,False,1,1,1,0.7969,0.7926,0.7926
768,sparse,0.2361,True,1,1,1,0.7967,1.0639,0.7967
769,dense,0.7500,False,1,1,1,0.8116,1.0774,1.0774
770,dense,0.5361,False,1,1,1,,,
771,very_dense,0.9000,False,0,0,0,0.1846,0.6326,0.6326
772,sparse,0.5611,False,1,1,1,0.8713,0.9419,0.9419
773,very_dense,0.8972,False,0,0,0,0.5618,0.2996,0.2996
774,very_dense,0.8556,False,1,0,0,0.8762,0.1962,0.1962
775,very_dense,0.7056,False,1,1,1,0.7625,0.9094,0.9094
776,dense,0.8972,False,1,1,1,0.8394,0.8413,0.8413
777,sparse,0.3611,False,1,1,1,0.8977,0.8661,0.8661
778,sparse,0.1917,True,1,1,1,0.7268,0.7011,0.7268
779,very_dense,0.8056,False,1,1,1,0.8035,0.9402,0.9402
780,very_dense,0.6750,False,1,1,1,0.7780,1.4323,1.4323
781,dense,0.5333,False,1,1,1,0.8636,0.8921,0.8921
782,sparse,0.1556,True,1,1,1,0.8266,0.8368,0.8266
783,sparse,0.4806,False,1,1,1,0.8545,1.1796,1.1796
784,dense,0.4167,False,1,1,1,0.9264,1.1057,1.1057
785,dense,0.7250,False,1,1,1,0.8666,0.9458,0.9458
786,sparse,0.5500,False,1,1,1,,,
787,very_dense,0.6194,False,1,0,0,0.8223,0.5123,0.5123
788,dense,0.4111,False,1,1,1,0.6771,0.6859,0.6859
789,sparse,0.6667,False,1,1,1,0.9068,0.9255,0.9255
790,sparse,0.1556,True,1,1,1,0.8914,0.8972,0.8914
791,dense,0.9278,False,0,0,0,0.1500,0.8375,0.8375
792,very_dense,0.8972,False,0,0,0,0.0970,0.1999,0.1999
793,very_dense,0.9361,False,1,0,0,0.8957,0.3474,0.3474
794,dense,0.6833,False,1,1,1,0.8842,0.9691,0.9691
795,sparse,0.3389,False,1,1,1,0.8598,0.8859,0.8859
796,very_dense,0.6306,False,1,1,1,0.8609,1.1690,1.1690
797,dense,0.7222,False,1,1,1,0.8081,0.7863,0.7863
798,sparse,0.3139,False,1,1,1,0.8105,0.8342,0.8342
799,dense,0.6722,False,1,1,1,0.9018,0.9013,0.9013
800,sparse,0.2417,True,1,1,1,0.7761,0.7672,0.7761
801,sparse,0.4167,False,1,1,1,0.8845,0.8559,0.8559
802,dense,0.6278,False,1,1,1,0.8738,0.9662,0.9662
803,very_dense,0.7583,False,0,0,0,,,
804,very_dense,0.5972,False,1,1,1,0.8230,0.8761,0.8761
805,very_dense,0.8972,False,1,1,1,0.8136,0.7871,0.7871
806,dense,0.8000,False,0,1,1,0.5581,1.0367,1.0367
807,sparse,0.5028,False,1,1,1,0.8691,0.9402,0.9402
808,dense,0.6722,False,1,1,1,0.8428,1.6956,1.6956
809,very_dense,0.6944,False,1,1,1,0.8546,0.9761,0.9761
810,sparse,0.5111,False,1,1,1,0.8984,0.8894,0.8894
811,very_dense,0.6222,False,1,1,1,0.7812,0.8729,0.8729
812,very_dense,0.5944,False,0,0,0,0.6734,0.4394,0.4394
813,sparse,0.6361,False,1,1,1,0.8046,1.0314,1.0314
814,very_dense,0.5806,False,0,1,1,,,
815,very_dense,0.7972,False,1,1,1,0.8674,1.0230,1.0230
816,sparse,0.4139,False,1,1,1,0.7756,0.9971,0.9971
817,sparse,0.4056,False,1,1,1,0.8339,0.8413,0.8413
818,dense,0.4222,False,1,1,1,0.9037,1.0404,1.0404
819,very_dense,0.7139,False,1,0,0,0.8942,1.0387,1.0387
820,sparse,0.1583,True,1,1,1,0.8845,0.9367,0.8845
821,dense,0.6472,False,1,1,1,0.8765,1.0844,1.0844
822,sparse,0.6250,False,1,1,1,0.8370,0.8482,0.8482
823,dense,0.4556,False,1,1,1,0.8050,0.8440,0.8440
824,dense,0.5444,False,0,1,1,,,
825,sparse,0.1250,True,1,1,1,0.8043,0.7780,0.8043
826,very_dense,0.8667,False,0,0,0,0.1083,0.5126,0.5126
827,very_dense,0.7611,False,0,1,1,0.1116,0.5021,0.5021
