n_agents,inter_collision,env_collision,deadlock,goal_rate,time_to_goal,strategy
1,False,True,False,0.0,40.0,sac
1,False,True,False,0.0,40.0,sac
1,False,True,False,0.0,40.0,sac
1,False,False,False,1.0,4.4,sac
1,False,False,False,1.0,16.400000000000002,sac
1,False,False,False,1.0,11.4,sac
1,False,True,False,0.0,40.0,sac
1,False,False,False,1.0,5.2,sac
1,False,True,False,0.0,40.0,sac
1,False,True,False,0.0,40.0,sac
1,False,False,False,1.0,11.4,sac
2,False,True,False,0.0,40.0,sac
2,True,False,False,0.0,40.0,sac
2,False,True,False,0.0,40.0,sac
2,False,False,False,1.0,8.0,sac
2,True,False,False,0.0,40.0,sac
2,False,True,False,0.5,4.4,sac
2,True,False,False,0.0,40.0,sac
2,False,True,False,0.5,9.0,sac
2,False,False,False,1.0,7.9,sac
2,False,True,False,0.0,40.0,sac
2,False,True,False,0.5,3.2,sac
2,False,True,False,0.5,8.6,sac
2,False,False,False,1.0,4.7,sac
2,False,True,False,0.5,16.400000000000002,sac
2,True,False,False,0.0,40.0,sac
2,False,True,False,0.0,40.0,sac
2,False,True,False,0.5,5.2,sac
2,False,True,False,0.5,9.200000000000001,sac
2,False,True,False,0.0,40.0,sac
2,False,True,False,0.5,11.4,sac
3,False,False,False,1.0,12.666666666666666,sac
3,True,False,False,0.6666666666666666,5.800000000000001,sac
3,False,True,False,0.3333333333333333,5.2,sac
3,False,True,False,0.6666666666666666,6.800000000000001,sac
3,True,False,False,0.0,40.0,sac
3,False,True,False,0.3333333333333333,4.4,sac
3,True,False,False,0.0,40.0,sac
3,False,True,False,0.6666666666666666,7.2,sac
3,False,True,False,0.6666666666666666,7.9,sac
3,False,True,False,0.3333333333333333,7.6000000000000005,sac
3,False,True,False,0.6666666666666666,4.6,sac
3,True,False,False,0.0,40.0,sac
3,False,True,False,0.6666666666666666,4.7,sac
3,False,True,False,0.6666666666666666,14.400000000000002,sac
3,False,True,False,0.6666666666666666,9.9,sac
3,False,True,False,0.3333333333333333,4.800000000000001,sac
3,True,False,False,0.3333333333333333,5.2,sac
3,False,True,False,0.3333333333333333,9.200000000000001,sac
3,False,True,False,0.3333333333333333,2.8000000000000003,sac
3,False,True,False,0.3333333333333333,11.4,sac
4,True,False,False,0.0,40.0,sac
4,True,False,False,0.5,5.7,sac
4,False,True,False,0.5,8.1,sac
4,False,True,False,0.75,6.333333333333333,sac
4,True,False,False,0.0,40.0,sac
4,False,True,False,0.5,4.4,sac
4,True,False,False,0.25,13.200000000000001,sac
4,False,True,False,0.5,7.2,sac
4,False,True,False,0.75,6.066666666666666,sac
4,True,False,False,0.5,7.200000000000001,sac
4,False,True,False,0.5,4.6,sac
4,True,False,False,0.25,4.2,sac
4,True,False,False,0.5,4.0,sac
4,True,False,False,0.5,14.400000000000002,sac
4,True,False,False,0.0,40.0,sac
4,False,True,False,0.25,4.800000000000001,sac
4,True,False,False,0.25,5.2,sac
4,False,True,False,0.25,9.4,sac
4,False,True,False,0.5,5.4,sac
4,False,True,False,0.5,13.0,sac
6,True,False,False,0.0,40.0,sac
6,True,False,False,0.3333333333333333,5.9,sac
6,True,False,False,0.3333333333333333,8.1,sac
6,True,False,False,0.5,6.3999999999999995,sac
6,True,False,False,0.3333333333333333,8.8,sac
6,True,False,False,0.3333333333333333,3.6000000000000005,sac
6,True,False,False,0.0,40.0,sac
6,True,False,False,0.3333333333333333,6.1,sac
6,True,False,False,0.3333333333333333,2.5,sac
6,True,False,False,0.3333333333333333,11.200000000000001,sac
6,True,False,False,0.3333333333333333,4.5,sac
6,True,False,False,0.16666666666666666,4.0,sac
6,True,False,False,0.16666666666666666,5.2,sac
6,True,False,False,0.5,8.533333333333333,sac
6,True,False,False,0.16666666666666666,3.2,sac
6,True,False,False,0.16666666666666666,4.800000000000001,sac
6,True,False,False,0.3333333333333333,7.300000000000001,sac
6,True,False,False,0.0,40.0,sac
6,False,True,False,0.5,5.6000000000000005,sac
6,True,False,False,0.0,40.0,sac
8,True,False,False,0.0,40.0,sac
8,True,False,False,0.375,5.733333333333333,sac
8,True,False,False,0.125,5.4,sac
8,True,False,False,0.25,6.9,sac
8,True,False,False,0.125,4.800000000000001,sac
8,True,False,False,0.375,4.533333333333334,sac
8,True,False,False,0.0,40.0,sac
8,True,False,False,0.25,6.4,sac
8,True,False,False,0.125,2.4000000000000004,sac
8,True,False,False,0.125,15.0,sac
8,True,False,False,0.375,5.466666666666666,sac
8,True,False,False,0.25,5.2,sac
8,True,False,False,0.25,10.600000000000001,sac
8,True,False,False,0.5,7.5,sac
8,True,False,False,0.125,3.2,sac
8,True,False,False,0.375,4.533333333333334,sac
8,True,False,False,0.0,40.0,sac
8,True,False,False,0.125,18.2,sac
8,True,False,False,0.25,5.6000000000000005,sac
8,True,False,False,0.0,40.0,sac
