threshold,target_density,actual_density,trial,success,planning_time_ms,selected_planner,path_length,start_x,start_y,goal_x,goal_y
0.25,0.2,0.2044,22,True,47.24693298339844,rrt_star,6,47.95434490045622,53.60434279885035,38.558613723727,43.97960918350476
0.25,0.2,0.2044,23,False,31.835079193115234,rrt_star,0,85.7876098682217,79.44368729853848,72.68928942725444,93.6185190130699
0.25,0.2,0.2044,24,False,31.89706802368164,rrt_star,0,83.76597126032698,38.556771813884374,62.72403412235178,82.58826817114469
0.25,0.2,0.2044,25,True,5.43665885925293,rrt_star,15,94.54816455082508,10.49211136526272,67.90320596139226,74.22605138246827
0.25,0.2,0.2044,26,True,1.0442733764648438,rrt_star,12,90.10633238808141,93.1781883539426,54.822996972444244,54.081649909435605
0.25,0.2,0.2044,27,True,2.124309539794922,rrt_star,17,68.28572971315278,12.138804599406871,21.428422818647462,51.393382113709364
0.25,0.2,0.2044,28,True,3.964662551879883,rrt_star,7,8.497277520757493,32.523673439454164,15.83383218199477,6.4473956873579965
0.25,0.2,0.2044,29,True,33.50067138671875,rrt_star,20,81.7551354274568,45.35917996930717,26.35590300138743,93.591446585113
0.25,0.2,0.2044,30,True,0.4343986511230469,rrt_star,7,7.6910022498959325,74.66038591175291,40.33375571496406,78.98852629062029
0.25,0.2,0.2044,31,True,5.94019889831543,rrt_star,18,38.01764099135267,14.131369189881372,67.05678113778785,69.06142784632911
0.25,0.2,0.2044,32,True,1.0368824005126953,rrt_star,8,6.326506314490487,75.12404001733888,23.246828604465392,47.23337359011033
0.25,0.2,0.2044,33,True,25.181293487548828,rrt_star,16,70.89509118288143,81.20668564229825,85.85310435980867,21.060690030157758
0.25,0.2,0.2044,34,False,32.82880783081055,rrt_star,0,46.27820889726784,38.67566077302494,37.979980417794735,57.026680287039696
0.25,0.2,0.2044,35,True,130.60688972473145,rrt_star,20,78.10015561203763,32.118787974497295,39.03016951699573,29.70647951532677
0.25,0.2,0.2044,36,True,68.90273094177246,rrt_star,16,75.38949246659371,48.9272286423508,46.042417871536315,5.974283785990383
0.25,0.2,0.2044,37,True,2.0384788513183594,rrt_star,17,65.31556309897991,16.8421785574998,26.68923754009055,68.98342530892799
0.25,0.2,0.2044,38,False,47.16181755065918,rrt_star,0,24.937576304906262,37.48851750451536,86.641899702679,70.41897240996396
0.25,0.2,0.2044,39,True,45.58587074279785,rrt_star,16,9.553599536562796,39.974313640275895,61.35221141645035,21.456573264121467
0.25,0.2,0.2044,40,True,55.967092514038086,rrt_star,15,66.18385950764508,74.29056210052066,52.67016530545276,10.344394203286821
0.25,0.2,0.2044,41,True,61.78164482116699,rrt_star,17,15.785618155121062,89.23653138658244,45.345925743192275,56.441781278389286
0.25,0.2,0.2044,42,True,22.417783737182617,rrt_star,9,53.9447804754406,40.22810424830393,13.416195550418188,45.4364700157995
0.25,0.2,0.2044,43,True,15.473365783691406,rrt_star,15,78.34884184703856,30.023980943322012,76.83609659648116,73.58085036767174
0.25,0.2,0.2044,44,True,4.946708679199219,rrt_star,15,45.313040717798415,79.92676216868162,43.041683695441094,16.497179755224494
0.25,0.2,0.2044,45,True,3.292560577392578,rrt_star,14,75.69101139913543,81.88841866973316,43.39634401240057,23.47937713426884
0.25,0.2,0.2044,46,True,95.25895118713379,rrt_star,6,58.70506435365538,68.99412216118378,42.4742858429542,79.1777140416578
0.25,0.2,0.2044,47,True,37.65058517456055,rrt_star,10,22.086292790304835,76.81745961742993,48.657977131841335,83.33450017063495
0.25,0.2,0.2044,48,True,75.40583610534668,rrt_star,7,41.45104707980079,37.10071363225561,68.28740238119774,12.67563661975931
0.25,0.2,0.2044,49,True,41.84412956237793,rrt_star,16,13.23991586505905,38.50021103236594,78.82215245828196,67.17404508050952
0.25,0.30000000000000004,0.3018,0,True,10.52955589337851,ppo,21,15.801759180080467,40.0431395144114,66.13585267486361,58.6011751318966
0.25,0.30000000000000004,0.3018,1,True,8.151564936774863,ppo,17,91.00966342201046,41.99675271450998,49.38700426826552,44.56700140569316
0.25,0.30000000000000004,0.3018,2,True,12.65921817041661,ppo,27,46.23065565243062,10.327616990343902,77.00998416316743,62.632892537438956
0.25,0.30000000000000004,0.3018,3,True,6.52561558062994,ppo,16,13.999329800194296,23.13435906572444,46.296890377425676,10.724587035644884
0.25,0.30000000000000004,0.3018,4,True,9.804904373076786,ppo,22,12.483335944344773,47.80626026793607,57.568941352385224,35.73324599613634
0.25,0.30000000000000004,0.3018,5,True,9.599141344195413,ppo,11,33.64512644821693,90.759675696055,48.21523525261197,73.45087576828814
0.25,0.30000000000000004,0.3018,6,False,6.459005498943338,ppo,0,57.70962069795509,29.271846425940527,69.90967821051267,32.2313364819578
0.25,0.30000000000000004,0.3018,7,True,5.0,ppo,8,94.49533761002674,81.24153246387219,39.8252436237266,13.333542506129595
0.25,0.30000000000000004,0.3018,8,False,7.782582840910806,ppo,0,17.493877181564095,67.8252871098012,15.464345594962655,87.1661091291022
0.25,0.30000000000000004,0.3018,9,True,11.667668842541133,ppo,2,60.69551370169821,32.105027185731586,60.690729299859925,29.948604640963616
0.25,0.30000000000000004,0.3018,10,True,7.333709297056685,ppo,30,91.18402919512165,9.905166449517948,29.654612497103887,53.3792634891528
0.25,0.30000000000000004,0.3018,11,True,13.632127728002812,ppo,24,62.34156786084538,83.93503631162798,46.13966815422325,33.54304504207208
0.25,0.30000000000000004,0.3018,12,True,15.840239450286747,ppo,15,92.0057792813806,38.78308115928863,67.49029437654548,19.940449776727547
0.25,0.30000000000000004,0.3018,13,True,8.165495777879391,ppo,4,64.09212710161935,90.32455932989947,67.96407535764043,81.89760691318841
0.25,0.30000000000000004,0.3018,14,True,11.372199234900163,ppo,20,45.25542430044401,93.34434451162386,6.4018478958502065,67.7889692745469
0.25,0.30000000000000004,0.3018,15,False,13.83858621517254,ppo,0,24.89511311958105,39.3108484268835,22.52226214447767,77.56327556858058
