n_agents,inter_collision,env_collision,deadlock,goal_rate,time_to_goal,strategy
6,False,True,False,0.3333333333333333,8.0,astar
6,False,True,False,0.3333333333333333,6.1000000000000005,astar
6,False,True,False,0.16666666666666666,5.2,astar
6,True,False,False,0.3333333333333333,4.9,astar
6,True,False,False,0.16666666666666666,7.4,astar
6,True,False,False,0.0,40.0,astar
6,True,False,False,0.5,4.533333333333333,astar
6,True,False,False,0.0,40.0,astar
6,True,False,False,0.16666666666666666,2.4000000000000004,astar
6,True,False,False,0.16666666666666666,4.800000000000001,astar
6,True,False,False,0.3333333333333333,3.9000000000000004,astar
6,True,False,False,0.16666666666666666,5.0,astar
6,True,False,False,0.16666666666666666,4.800000000000001,astar
6,True,False,False,0.5,7.2,astar
6,True,False,False,0.0,40.0,astar
6,True,False,False,0.0,40.0,astar
6,False,True,False,0.3333333333333333,6.0,astar
6,True,False,False,0.0,40.0,astar
8,True,False,False,0.0,40.0,astar
8,True,False,False,0.125,6.800000000000001,astar
8,True,False,False,0.25,8.0,astar
8,True,False,False,0.125,6.6000000000000005,astar
8,True,False,False,0.125,5.2,astar
8,True,False,False,0.25,4.9,astar
8,True,False,False,0.125,7.4,astar
8,True,False,False,0.0,40.0,astar
8,True,False,False,0.375,4.533333333333333,astar
8,True,False,False,0.0,40.0,astar
8,True,False,False,0.125,2.4000000000000004,astar
8,True,False,False,0.125,4.800000000000001,astar
8,True,False,False,0.25,3.9000000000000004,astar
8,True,False,False,0.125,5.6000000000000005,astar
8,True,False,False,0.125,4.800000000000001,astar
8,True,False,False,0.375,5.466666666666666,astar
8,True,False,False,0.0,40.0,astar
8,True,False,False,0.0,40.0,astar
8,True,False,False,0.125,4.800000000000001,astar
8,True,False,False,0.0,40.0,astar
1,False,False,False,0.0,40.0,sac
1,False,False,False,0.0,40.0,sac
1,False,False,False,0.0,40.0,sac
1,False,False,False,0.0,40.0,sac
1,False,False,False,1.0,9.4,sac
1,False,False,False,0.0,40.0,sac
1,False,False,False,1.0,10.600000000000001,sac
1,False,False,False,0.0,40.0,sac
1,False,False,False,0.0,40.0,sac
1,False,False,False,0.0,40.0,sac
1,False,False,False,0.0,40.0,sac
1,False,False,False,0.0,40.0,sac
1,False,False,False,1.0,3.6,sac
1,False,False,False,0.0,40.0,sac
1,False,True,False,0.0,40.0,sac
1,False,False,False,1.0,11.4,sac
1,False,False,False,1.0,5.6000000000000005,sac
1,False,False,False,0.0,40.0,sac
1,False,True,False,0.0,40.0,sac
1,False,False,False,0.0,40.0,sac
2,False,False,False,0.0,40.0,sac
2,False,False,False,0.0,40.0,sac
2,False,False,False,0.0,40.0,sac
2,False,False,False,0.5,10.0,sac
2,False,False,False,0.5,9.4,sac
2,False,False,False,0.5,4.2,sac
2,False,False,False,0.0,40.0,sac
2,False,True,False,0.0,40.0,sac
2,False,False,False,0.5,2.4000000000000004,sac
2,False,False,False,0.0,40.0,sac
2,False,False,False,0.5,2.4000000000000004,sac
2,False,False,False,0.5,9.4,sac
2,False,False,False,1.0,4.3,sac
2,False,True,False,0.0,40.0,sac
2,False,True,False,0.0,40.0,sac
2,False,False,False,0.5,16.0,sac
2,False,True,False,0.5,7.2,sac
2,False,False,False,0.5,9.200000000000001,sac
2,False,False,False,0.5,9.200000000000001,sac
2,False,False,False,0.5,14.8,sac
3,False,True,False,0.0,40.0,sac
3,False,False,False,0.3333333333333333,4.800000000000001,sac
3,False,False,False,0.3333333333333333,5.0,sac
3,False,False,False,0.6666666666666666,7.5,sac
3,True,False,False,0.3333333333333333,9.4,sac
3,False,True,False,0.3333333333333333,4.2,sac
3,False,False,True,0.0,40.0,sac
3,False,True,False,0.3333333333333333,5.4,sac
3,False,False,False,0.3333333333333333,2.4000000000000004,sac
3,False,False,False,0.0,40.0,sac
3,False,False,False,0.3333333333333333,2.4000000000000004,sac
3,True,False,False,0.0,40.0,sac
3,False,False,False,0.6666666666666666,4.3,sac
3,False,True,False,0.0,40.0,sac
3,False,True,False,0.3333333333333333,9.200000000000001,sac
3,False,False,False,0.6666666666666666,10.700000000000001,sac
3,False,False,False,0.3333333333333333,6.2,sac
3,False,False,False,0.3333333333333333,9.200000000000001,sac
3,False,False,False,0.6666666666666666,6.1,sac
3,False,False,False,0.6666666666666666,14.9,sac
4,False,True,False,0.25,39.800000000000004,sac
4,False,False,False,0.25,4.800000000000001,sac
4,False,True,False,0.25,5.0,sac
4,False,False,False,0.75,6.533333333333334,sac
4,True,False,False,0.25,9.4,sac
4,False,True,False,0.5,4.5,sac
4,False,True,False,0.0,40.0,sac
4,False,True,False,0.25,5.4,sac
4,False,False,False,0.5,2.5,sac
4,False,False,False,0.25,8.8,sac
4,False,True,False,0.5,4.9,sac
4,True,False,False,0.25,14.0,sac
4,False,True,False,0.5,8.8,sac
4,False,True,False,0.25,15.200000000000001,sac
4,True,False,False,0.25,5.4,sac
4,True,False,False,0.25,5.800000000000001,sac
4,False,True,False,0.25,6.2,sac
4,True,False,False,0.25,9.4,sac
4,False,True,False,0.25,3.2,sac
4,False,True,False,0.0,40.0,sac
5,False,True,False,0.0,40.0,sac
5,False,False,False,0.2,4.800000000000001,sac
5,False,True,False,0.2,5.0,sac
5,True,False,False,0.6,6.533333333333334,sac
5,True,False,False,0.2,9.600000000000001,sac
5,False,True,False,0.6,3.9333333333333336,sac
5,True,False,False,0.0,40.0,sac
5,True,False,False,0.0,40.0,sac
5,False,False,False,0.4,2.5,sac
5,False,True,False,0.2,10.600000000000001,sac
5,False,False,False,0.6,6.2,sac
5,True,False,False,0.4,13.0,sac
5,True,False,False,0.4,4.1,sac
5,False,True,False,0.4,9.7,sac
5,True,False,False,0.2,5.4,sac
5,True,False,False,0.2,5.800000000000001,sac
5,True,False,False,0.0,40.0,sac
5,True,False,False,0.2,9.4,sac
5,False,True,False,0.4,5.5,sac
5,True,False,False,0.0,40.0,sac
6,True,False,False,0.0,40.0,sac
6,False,False,False,0.16666666666666666,4.800000000000001,sac
6,False,True,False,0.16666666666666666,5.0,sac
6,True,False,False,0.5,6.6000000000000005,sac
6,True,False,False,0.16666666666666666,9.8,sac
6,True,False,False,0.3333333333333333,3.6000000000000005,sac
6,True,False,True,0.0,40.0,sac
6,True,False,False,0.0,40.0,sac
6,False,True,False,0.3333333333333333,2.5,sac
6,True,False,False,0.16666666666666666,10.200000000000001,sac
6,False,True,False,0.6666666666666666,6.5,sac
6,True,False,False,0.3333333333333333,9.8,sac
6,True,False,False,0.3333333333333333,3.9000000000000004,sac
6,True,False,False,0.3333333333333333,8.9,sac
6,True,False,False,0.3333333333333333,4.2,sac
6,True,False,False,0.3333333333333333,14.200000000000001,sac
6,True,False,False,0.3333333333333333,22.1,sac
6,True,False,False,0.0,40.0,sac
6,False,False,False,0.6666666666666666,9.0,sac
6,True,False,False,0.0,40.0,sac
8,True,False,False,0.0,40.0,sac
8,True,False,False,0.0,40.0,sac
8,True,False,False,0.125,5.0,sac
8,True,False,False,0.25,7.800000000000001,sac
8,True,False,False,0.125,4.6000000000000005,sac
8,True,False,False,0.5,7.200000000000001,sac
8,True,False,True,0.0,40.0,sac
8,True,False,False,0.0,40.0,sac
8,True,False,False,0.25,2.5,sac
8,False,False,False,0.0,40.0,sac
8,True,False,False,0.375,9.200000000000001,sac
8,True,False,False,0.25,8.4,sac
8,True,False,False,0.375,4.666666666666667,sac
8,True,False,False,0.375,9.6,sac
8,True,False,False,0.125,3.0,sac
8,True,False,False,0.25,4.6,sac
8,False,True,True,0.125,10.0,sac
8,True,False,False,0.125,14.8,sac
8,False,False,False,0.375,10.933333333333335,sac
8,True,False,False,0.0,40.0,sac
